UniProt	GeneID	Gene Name	GO cell surface	GO plasma membrane	GeneID - human	Gene Name - human	UniProt - human	CSPA category	Surfaceome	CRISPR	GO cell surface - human	GO plasma membrane - human	Num cell surface evidence	Num plasma membrane evidence
F7EH50		ANTXR2	FALSE	FALSE	118429	ANTXR2	P58335		TRUE	FALSE	TRUE	TRUE	2	1
F7EH69		ANTXR2	TRUE	TRUE	118429	ANTXR2	P58335		TRUE	FALSE	TRUE	TRUE	3	2
F7EHH7		PTPRG	FALSE	FALSE	5793	PTPRG	P23470	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
F7EHM2		FREM3	FALSE	FALSE	166752	FREM3	P0C091		FALSE	TRUE	FALSE	FALSE	1	0
F7EHM7		MAN2A1	FALSE	FALSE	4124	MAN2A1	Q16706	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
F7EHN3		MAN2A1	FALSE	FALSE	4124	MAN2A1	Q16706	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
F7EHT7		NCSTN	FALSE	FALSE	23385	NCSTN	Q92542	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
F7EHV7		ZPLD1	FALSE	FALSE	131368	ZPLD1	Q8TCW7		TRUE	FALSE	FALSE	FALSE	1	0
F7EHZ7		COPA	FALSE	FALSE	1314	COPA	P53621		FALSE	TRUE	FALSE	FALSE	1	0
F7EI51		TINAG	FALSE	FALSE	27283	TINAG	Q9UJW2		FALSE	TRUE	FALSE	FALSE	1	0
F7EII7		STRC	TRUE	FALSE	161497	STRC	Q7RTU9		FALSE	TRUE	TRUE	FALSE	3	0
F7EIN7		LMBR1L	FALSE	TRUE	55716	LMBR1L	Q6UX01		TRUE	FALSE	FALSE	TRUE	1	2
F7EJ25	700890	RNF128	FALSE	FALSE	79589	RNF128	Q8TEB7		TRUE	FALSE	FALSE	FALSE	1	0
F7EJ77		UNC93B1	FALSE	FALSE	81622	UNC93B1	Q9H1C4		TRUE	FALSE	FALSE	FALSE	1	0
F7EJF0		SEC23A	FALSE	FALSE	10484	SEC23A	Q15436		FALSE	TRUE	FALSE	FALSE	1	0
F7EJH1		FN1	FALSE	FALSE	2335	FN1	P02751	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1	1
F7EJT5		CSF2RB	FALSE	FALSE	1439	CSF2RB	P32927	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
F7EJY3		SCARA5	TRUE	TRUE	286133	SCARA5	Q6ZMJ2	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
F7EK39		TMEM131L	FALSE	FALSE	23240	TMEM131L	A2VDJ0	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
F7EKB7		ABCG1	FALSE	FALSE	9619	ABCG1	P45844		FALSE	TRUE	TRUE	TRUE	2	1
F7EKC3	100423477	ABCG1	FALSE	FALSE	9619	ABCG1	P45844		FALSE	TRUE	TRUE	TRUE	2	1
F7EKE2		PCBP3	FALSE	FALSE	54039	PCBP3	P57721	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
F7EKE9		PCBP3	FALSE	FALSE	54039	PCBP3	P57721	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
F7EL39		CHSY3	FALSE	FALSE	337876	CHSY3	Q70JA7	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
F7ELT1		APP	FALSE	FALSE	351	APP	P05067		TRUE	TRUE	TRUE	TRUE	3	1
F7ELT5		APP	FALSE	FALSE	351	APP	P05067		TRUE	TRUE	TRUE	TRUE	3	1
F7ELW9		ADGRF4	FALSE	FALSE	221393	ADGRF4	Q8IZF3		TRUE	FALSE	FALSE	FALSE	1	0
F7EMN9		ANK3	FALSE	FALSE	288	ANK3	Q12955		FALSE	TRUE	TRUE	TRUE	2	1
F7EMQ6		ANK3	FALSE	FALSE	288	ANK3	Q12955		FALSE	TRUE	TRUE	TRUE	2	1
F7EMR3		ANK3	FALSE	TRUE	288	ANK3	Q12955		FALSE	TRUE	TRUE	TRUE	2	2
F7EMR9		ATP6AP2	FALSE	FALSE	10159	ATP6AP2	O75787		FALSE	TRUE	TRUE	TRUE	2	1
F7EMZ9		DCT	FALSE	FALSE	1638	DCT	P40126	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
F7ENH5		ABCC4	FALSE	TRUE	10257	ABCC4	O15439	2 - putative	TRUE	FALSE	TRUE	TRUE	3	2
F7ENL2		MXRA8	FALSE	FALSE	54587	MXRA8	Q9BRK3	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	1
F7ENS4		RER1	FALSE	FALSE	11079	RER1	O15258		FALSE	FALSE	TRUE	TRUE	1	1
F7ENT5		RER1	FALSE	FALSE	11079	RER1	O15258		FALSE	FALSE	TRUE	TRUE	1	1
F7ENV5		CCT4	FALSE	FALSE	10575	CCT4	P50991	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
F7EPD2		MPL	TRUE	TRUE	4352	MPL	P40238		TRUE	FALSE	TRUE	TRUE	3	2
F7EPF6		KCNJ5	FALSE	FALSE	3762	KCNJ5	P48544		FALSE	TRUE	TRUE	TRUE	2	1
F7EQ55		GPR146	FALSE	FALSE	115330	GPR146	Q96CH1		TRUE	FALSE	FALSE	TRUE	1	1
F7EQI8		CYP2W1	TRUE	FALSE	54905	CYP2W1	Q8TAV3		FALSE	FALSE	TRUE	TRUE	2	1
F7EQR1		FCRL5	TRUE	FALSE	83416	FCRL5	Q96RD9	1 - high confidence	TRUE	FALSE	TRUE	TRUE	4	1
F7EQU4		FCRL4	TRUE	FALSE	83417	FCRL4	Q96PJ5		TRUE	FALSE	TRUE	TRUE	3	1
F7ERB1	715019	AJAP1	TRUE	TRUE	55966	AJAP1	Q9UKB5		TRUE	TRUE	TRUE	TRUE	4	2
F7ERH7		PDGFA	FALSE	FALSE	5154	PDGFA	P04085		FALSE	TRUE	TRUE	FALSE	2	0
F7ERI1		LDLRAD3	FALSE	FALSE	143458	LDLRAD3	Q86YD5		TRUE	FALSE	FALSE	TRUE	1	1
F7ERN1		SLC22A5	FALSE	FALSE	6584	SLC22A5	O76082	2 - putative	TRUE	FALSE	FALSE	TRUE	2	1
F7ESA2		ADAM12	FALSE	FALSE	8038	ADAM12	O43184	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
F7ESF0		TTYH3	FALSE	TRUE	80727	TTYH3	Q9C0H2	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
F7ESG1		TTYH3	FALSE	TRUE	80727	TTYH3	Q9C0H2	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
F7ESZ3		BGN	TRUE	TRUE	633	BGN	P21810	1 - high confidence	FALSE	TRUE	TRUE	TRUE	4	2
F7ET00		SLC6A8	FALSE	TRUE	6535	SLC6A8	P48029	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
F7ET12		SLC6A8	FALSE	TRUE	6535	SLC6A8	P48029	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
F7ET74		CHRNA1	TRUE	TRUE	1134	CHRNA1	P02708		TRUE	TRUE	TRUE	TRUE	4	2
F7ETJ8		LGALS3	FALSE	TRUE	3958	LGALS3	P17931		FALSE	FALSE	TRUE	TRUE	1	2
F7ETM4		SIGLEC15	FALSE	TRUE	284266	SIGLEC15	Q6ZMC9		TRUE	FALSE	FALSE	TRUE	1	2
F7ETQ3		LYST	FALSE	FALSE	1130	LYST	Q99698		FALSE	TRUE	FALSE	FALSE	1	0
F7ETS3		LYST	FALSE	FALSE	1130	LYST	Q99698		FALSE	TRUE	FALSE	FALSE	1	0
F7ETU0		CACNA1A	FALSE	TRUE	773	CACNA1A	O00555		FALSE	TRUE	FALSE	TRUE	1	2
F7ETU5		CACNA1E	FALSE	TRUE	777	CACNA1E	Q15878		FALSE	TRUE	FALSE	TRUE	1	2
F7ETV2		CACNA1A	FALSE	TRUE	773	CACNA1A	O00555		FALSE	TRUE	FALSE	TRUE	1	2
F7EUQ4		ITGB1	TRUE	TRUE	3688	ITGB1	P05556	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
F7EUU3		TLR10	FALSE	FALSE	81793	TLR10	Q9BXR5		TRUE	FALSE	FALSE	TRUE	1	1
F7EV07		TMEM248	FALSE	FALSE	55069	TMEM248	Q9NWD8	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
F7EV15		NTNG2	FALSE	TRUE	84628	NTNG2	Q96CW9		TRUE	FALSE	FALSE	TRUE	1	2
F7EV45		VDAC2	FALSE	FALSE	7417	VDAC2	P45880	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
F7EW76		THY1	TRUE	TRUE	7070	THY1	P04216	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
F7EWV2		MUSK	FALSE	FALSE	4593	MUSK	O15146		TRUE	FALSE	FALSE	TRUE	1	1
F7EXH2		CYP3A4	FALSE	FALSE	1576	CYP3A4	P08684		FALSE	TRUE	FALSE	FALSE	1	0
F7EXY4	699409	CD8B	FALSE	FALSE	926	CD8B	P10966		TRUE	TRUE	TRUE	TRUE	3	1
F7EXZ9		SYT15	FALSE	TRUE		SYT15	Q9BQS2		FALSE	TRUE	FALSE	TRUE	1	2
F7EZD2		EDA	FALSE	TRUE	1896	EDA	Q92838		TRUE	FALSE	FALSE	TRUE	1	2
F7EZG5		TMC7	FALSE	TRUE	79905	TMC7	Q7Z402	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
F7EZR6		SLC44A4	FALSE	TRUE	80736	SLC44A4	Q53GD3		TRUE	FALSE	FALSE	TRUE	1	2
F7F0T9		HPS4	FALSE	FALSE	89781	HPS4	Q9NQG7		FALSE	TRUE	FALSE	FALSE	1	0
F7F204	697250	GJD2	FALSE	TRUE	57369	GJD2	Q9UKL4		TRUE	TRUE	FALSE	TRUE	2	2
F7F220		PKD2	FALSE	TRUE	5311	PKD2	Q13563	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
F7F292		SIGLEC6	FALSE	TRUE	946	SIGLEC6	O43699	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
F7F2B5		RTBDN	FALSE	FALSE	83546	RTBDN	Q9BSG5		FALSE	FALSE	TRUE	TRUE	1	1
F7F376		PSAP	FALSE	FALSE	5660	PSAP	P07602	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1	1
F7F380		PSAP	FALSE	FALSE	5660	PSAP	P07602	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1	1
F7F388		PSAP	FALSE	FALSE	5660	PSAP	P07602	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1	1
F7F3D9		FOLR2	TRUE	TRUE	2350	FOLR2	P14207		TRUE	FALSE	TRUE	TRUE	3	2
F7F3F9		SLC36A4	FALSE	FALSE	120103	SLC36A4	Q6YBV0	2 - putative	TRUE	FALSE	FALSE	TRUE	2	1
F7F3K9		ITGB8	TRUE	TRUE	3696	ITGB8	P26012	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
F7F3Z8		SLC2A4	TRUE	TRUE	6517	SLC2A4	P14672	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
F7F414		SLC66A1	FALSE	FALSE	54896	SLC66A1	Q6ZP29		TRUE	FALSE	FALSE	FALSE	1	0
F7F4G6		SERPING1	FALSE	FALSE	710	SERPING1	P05155	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
F7F4U6		PCNX2	FALSE	FALSE	80003	PCNX2	A6NKB5		TRUE	FALSE	FALSE	FALSE	1	0
F7F5D8		ACE	FALSE	FALSE	1636	ACE	P12821	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	1
F7F5S9		CACNA2D2	FALSE	TRUE	9254	CACNA2D2	Q9NY47	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1	2
F7F5W1		CD164	FALSE	FALSE	8763	CD164	Q04900	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3	1
F7F6S6	709595	VSIR	FALSE	FALSE	64115	VSIR	Q9H7M9	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
F7F746		GRIA3	FALSE	TRUE	2892	GRIA3	P42263		TRUE	FALSE	FALSE	TRUE	1	2
F7F7H3		GABRA1	FALSE	TRUE	2554	GABRA1	P14867		TRUE	FALSE	FALSE	TRUE	1	2
F7F7H9		SLC6A5	FALSE	TRUE	9152	SLC6A5	Q9Y345		TRUE	FALSE	FALSE	TRUE	1	2
F7F8T7		GALNT5	FALSE	FALSE	11227	GALNT5	Q7Z7M9	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
F7F965		CTNND2	FALSE	TRUE	1501	CTNND2	Q9UQB3		FALSE	TRUE	FALSE	TRUE	1	2
F7F975		CTNND2	FALSE	FALSE	1501	CTNND2	Q9UQB3		FALSE	TRUE	FALSE	TRUE	1	1
F7F9L6		AARS1	FALSE	FALSE	16	AARS1	P49588	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
F7F9Q1		IGSF5	TRUE	FALSE	150084	IGSF5	Q9NSI5		TRUE	TRUE	TRUE	TRUE	4	1
F7F9V4		ABCC3	FALSE	FALSE	8714	ABCC3	O15438		TRUE	FALSE	FALSE	TRUE	1	1
F7F9Y2	707714	FOLH1	FALSE	FALSE	2346	FOLH1	Q04609		TRUE	FALSE	TRUE	TRUE	2	1
F7FA05	707714	FOLH1	TRUE	TRUE	2346	FOLH1	Q04609		TRUE	FALSE	TRUE	TRUE	3	2
F7FA34		CHST10	FALSE	FALSE	9486	CHST10	O43529		FALSE	TRUE	FALSE	FALSE	1	0
F7FA77		ABCC1	FALSE	FALSE	4363	ABCC1	P33527	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
F7FA93		ADGRB2	FALSE	TRUE	576	ADGRB2	O60241		TRUE	FALSE	FALSE	TRUE	1	2
F7FAH0		ADAM19	FALSE	FALSE	8728	ADAM19	Q9H013	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
F7FAH5		NIPAL4	FALSE	FALSE	348938	NIPAL4	Q0D2K0		TRUE	FALSE	FALSE	FALSE	1	0
F7FAJ8		HP	FALSE	FALSE	3240	HP	P00738	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
F7FAY2		FLT1	FALSE	TRUE	2321	FLT1	P17948	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
F7FB73		PTPRF	FALSE	FALSE	5792	PTPRF	P10586	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3	1
F7FB89		PTPRF	FALSE	FALSE	5792	PTPRF	P10586	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3	1
F7FBX6		CTNNA3	FALSE	FALSE	29119	CTNNA3	Q9UI47		FALSE	TRUE	FALSE	FALSE	1	0
F7FC08		SLCO1B3	FALSE	TRUE	28234	SLCO1B3	Q9NPD5		TRUE	FALSE	FALSE	TRUE	1	2
F7FC46		SUN2	FALSE	FALSE	25777	SUN2	Q9UH99	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
F7FCH0		DNM3	FALSE	TRUE	26052	DNM3	Q9UQ16		FALSE	TRUE	FALSE	TRUE	1	2
F7FCM4		SEMA4D	FALSE	TRUE	10507	SEMA4D	Q92854	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
F7FD04		CACNA1F	FALSE	TRUE	778	CACNA1F	O60840		FALSE	TRUE	FALSE	TRUE	1	2
F7FD38		DPP10	FALSE	FALSE	57628	DPP10	Q8N608		TRUE	FALSE	FALSE	TRUE	1	1
F7FDL0		CA14	FALSE	FALSE	23632	CA14	Q9ULX7		TRUE	FALSE	FALSE	TRUE	1	1
F7FDU1		PIGT	FALSE	FALSE	51604	PIGT	Q969N2	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
F7FE95		SDC4	TRUE	FALSE	6385	SDC4	P31431		FALSE	TRUE	TRUE	TRUE	3	1
F7FEB2		CCN6	FALSE	FALSE	8838	CCN6	O95389		FALSE	TRUE	FALSE	FALSE	1	0
F7FED6	713016	LSAMP	FALSE	FALSE	4045	LSAMP	Q13449	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
F7FEF9		ITPR1	FALSE	FALSE	3708	ITPR1	Q14643	2 - putative	FALSE	FALSE	FALSE	TRUE	1	1
F7FEP9		LRFN2	TRUE	TRUE	57497	LRFN2	Q9ULH4		TRUE	FALSE	TRUE	TRUE	3	2
F7FFC5		SCARA3	FALSE	FALSE	51435	SCARA3	Q6AZY7	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
F7FFD8		SCARA3	FALSE	FALSE	51435	SCARA3	Q6AZY7	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
F7FFE3		COPE	FALSE	FALSE	11316	COPE	O14579		FALSE	TRUE	FALSE	FALSE	1	0
F7FFE8		COPE	FALSE	FALSE	11316	COPE	O14579		FALSE	TRUE	FALSE	FALSE	1	0
F7FFT5		CHRNA2	FALSE	TRUE	1135	CHRNA2	Q15822		TRUE	FALSE	FALSE	TRUE	1	2
F7FGI4		PIEZO1	FALSE	TRUE	9780	PIEZO1	Q92508	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
F7FH67		GDPD5	FALSE	FALSE	81544	GDPD5	Q8WTR4	2 - putative	TRUE	FALSE	FALSE	FALSE	2	0
F7FHF0		UBAC2	FALSE	FALSE	337867	UBAC2	Q8NBM4		TRUE	FALSE	FALSE	FALSE	1	0
F7FHF5		FN1	FALSE	FALSE	2335	FN1	P02751	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1	1
F7FHG0		UBAC2	FALSE	FALSE	337867	UBAC2	Q8NBM4		TRUE	FALSE	FALSE	FALSE	1	0
F7FHG6		UBAC2	FALSE	FALSE	337867	UBAC2	Q8NBM4		TRUE	FALSE	FALSE	FALSE	1	0
F7FHI8		AP1B1	FALSE	FALSE	162	AP1B1	Q10567		FALSE	TRUE	FALSE	FALSE	1	0
F7FHJ3		AP1B1	FALSE	FALSE	162	AP1B1	Q10567		FALSE	TRUE	FALSE	FALSE	1	0
F7FHJ8		AP1B1	FALSE	FALSE	162	AP1B1	Q10567		FALSE	TRUE	FALSE	FALSE	1	0
F7FHP2	695100	PCDH10	FALSE	TRUE	57575	PCDH10	Q9P2E7		TRUE	FALSE	FALSE	TRUE	1	2
F7FIC8		KREMEN1	FALSE	TRUE	83999	KREMEN1	Q96MU8		TRUE	FALSE	FALSE	TRUE	1	2
F7FJ27		UMODL1	FALSE	FALSE	89766	UMODL1	Q5DID0		TRUE	FALSE	TRUE	TRUE	2	1
F7FJ34		UMODL1	FALSE	FALSE	89766	UMODL1	Q5DID0		TRUE	FALSE	TRUE	TRUE	2	1
F7FJ61		ST14	FALSE	FALSE	6768	ST14	Q9Y5Y6	2 - putative	FALSE	FALSE	FALSE	TRUE	1	1
F7FJ69		APLP2	FALSE	FALSE	334	APLP2	Q06481	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
F7FJ79		APP	FALSE	FALSE	351	APP	P05067		TRUE	TRUE	TRUE	TRUE	3	1
F7FJ85		APLP2	FALSE	FALSE	334	APLP2	Q06481	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
F7FJ90		APLP2	FALSE	FALSE	334	APLP2	Q06481	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
F7FJY3		SULF1	TRUE	FALSE	23213	SULF1	Q8IWU6	3 - unspecific	FALSE	TRUE	TRUE	TRUE	4	1
F7FK15		SLC49A3	FALSE	FALSE	84179	SLC49A3	Q6UXD7		TRUE	FALSE	FALSE	FALSE	1	0
F7FKF0		IDE	FALSE	FALSE	3416	IDE	P14735		FALSE	TRUE	TRUE	TRUE	2	1
F7FKL5	696288	SLC7A3	FALSE	FALSE	84889	SLC7A3	Q8WY07		TRUE	FALSE	FALSE	TRUE	1	1
F7FKS0		DMD	FALSE	TRUE	1756	DMD	P11532		FALSE	TRUE	TRUE	TRUE	2	2
F7FKT8		GNPTG	FALSE	FALSE	84572	GNPTG	Q9UJJ9	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
F7FL86		PLXNA3	FALSE	FALSE	55558	PLXNA3	P51805	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
F7FLL3		IFNGR2	FALSE	TRUE	3460	IFNGR2	P38484		TRUE	FALSE	FALSE	TRUE	1	2
F7FLQ7		TLN2	FALSE	FALSE	83660	TLN2	Q9Y4G6		FALSE	TRUE	FALSE	TRUE	1	1
F7FLR7		ATP6AP1	FALSE	TRUE	537	ATP6AP1	Q15904	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1	2
F7FLW2		EEF1D	FALSE	FALSE	1936	EEF1D	P29692	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
F7FMI1		IL20RA	FALSE	TRUE	53832	IL20RA	Q9UHF4		TRUE	FALSE	FALSE	TRUE	1	2
F7FN74	704442	CLDN16	FALSE	TRUE	10686	CLDN16	Q9Y5I7		TRUE	FALSE	FALSE	TRUE	1	2
F7FNE7		SLC18A1	FALSE	FALSE	6570	SLC18A1	P54219		TRUE	FALSE	FALSE	FALSE	1	0
F7FP00		SYT14	FALSE	FALSE	255928	SYT14	Q8NB59		FALSE	TRUE	FALSE	FALSE	1	0
F7FP18		SYT14	FALSE	FALSE	255928	SYT14	Q8NB59		FALSE	TRUE	FALSE	FALSE	1	0
F7FP46		SCN2A	FALSE	TRUE	6326	SCN2A	Q99250	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
F7FP50		ATP13A2	FALSE	FALSE	23400	ATP13A2	Q9NQ11		TRUE	FALSE	FALSE	FALSE	1	0
F7FP76		IGSF21	FALSE	FALSE	84966	IGSF21	Q96ID5		FALSE	FALSE	TRUE	TRUE	1	1
F7FQ43		ABCA13	FALSE	FALSE	154664	ABCA13	Q86UQ4		TRUE	FALSE	FALSE	TRUE	1	1
F7FQ55		LMAN2	FALSE	FALSE	10960	LMAN2	Q12907	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	1
F7FQD6		GP2	FALSE	FALSE	2813	GP2	P55259		TRUE	FALSE	FALSE	TRUE	1	1
F7FQI6		NEDD9	FALSE	FALSE	4739	NEDD9	Q14511		FALSE	TRUE	FALSE	TRUE	1	1
F7FQM7		APOA1	FALSE	FALSE	335	APOA1	P02647		FALSE	FALSE	TRUE	TRUE	1	1
F7FQN6		APOA4	TRUE	FALSE		APOA4			FALSE	FALSE	FALSE	FALSE	1	0
F7FRC4		USH2A	FALSE	TRUE	7399	USH2A	O75445		TRUE	FALSE	FALSE	TRUE	1	2
F7FRG3		ADGRF3	FALSE	FALSE	165082	ADGRF3	Q8IZF5		TRUE	FALSE	FALSE	FALSE	1	0
F7FRH5		ADGRF3	FALSE	FALSE	165082	ADGRF3	Q8IZF5		TRUE	FALSE	FALSE	FALSE	1	0
F7FRL9		SLC4A4	FALSE	FALSE	8671	SLC4A4	Q9Y6R1		TRUE	FALSE	TRUE	TRUE	2	1
F7FRT8		GOPC	TRUE	FALSE	57120	GOPC	Q9HD26		FALSE	FALSE	FALSE	TRUE	1	1
F7FRV1		GPRC6A	FALSE	TRUE	222545	GPRC6A	Q5T6X5		TRUE	TRUE	TRUE	TRUE	3	2
F7FRW8		OR2W1	FALSE	TRUE	26692	OR2W1	Q9Y3N9		TRUE	FALSE	FALSE	TRUE	1	2
F7FSA2		HHLA2	TRUE	TRUE	11148	HHLA2	Q9UM44	1 - high confidence	TRUE	FALSE	TRUE	TRUE	4	2
F7FSB9		LRRC15	FALSE	FALSE	131578	LRRC15	Q8TF66	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
F7FSE2		EMC1	FALSE	FALSE	23065	EMC1	Q8N766	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
F7FSF5		ATP13A3	FALSE	FALSE	79572	ATP13A3	Q9H7F0		TRUE	FALSE	FALSE	FALSE	1	0
F7FSG3		SLC66A1	FALSE	FALSE	54896	SLC66A1	Q6ZP29		TRUE	FALSE	FALSE	FALSE	1	0
F7FSQ2		SDK2	TRUE	TRUE	54549	SDK2	Q58EX2	1 - high confidence	TRUE	TRUE	FALSE	TRUE	4	2
F7FSZ9		HSPG2	FALSE	FALSE	3339	HSPG2	P98160	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1	1
F7FT49		PRSS21	FALSE	FALSE	10942	PRSS21	Q9Y6M0		TRUE	FALSE	FALSE	TRUE	1	1
F7FTC4		OR13G1	FALSE	TRUE	441933	OR13G1	Q8NGZ3		TRUE	FALSE	FALSE	TRUE	1	2
F7FTC9		OR6F1	FALSE	TRUE	343169	OR6F1	Q8NGZ6		TRUE	FALSE	FALSE	TRUE	1	2
F7FTR7		OR5W2	FALSE	TRUE	390148	OR5W2	Q8NH69		TRUE	FALSE	FALSE	TRUE	1	2
F7FTS2		OR5I1	FALSE	TRUE	10798	OR5I1	Q13606		TRUE	FALSE	FALSE	TRUE	1	2
F7FTV3		SPN	TRUE	FALSE	6693	SPN	P16150		TRUE	TRUE	TRUE	TRUE	4	1
F7FU74		SLC6A11	FALSE	FALSE	6538	SLC6A11	P48066	2 - putative	TRUE	FALSE	FALSE	TRUE	2	1
F7FUB7		CD5L	FALSE	TRUE	922	CD5L	O43866		FALSE	FALSE	TRUE	TRUE	1	2
F7FUJ8		FCRL1	FALSE	FALSE	115350	FCRL1	Q96LA6		TRUE	FALSE	TRUE	TRUE	2	1
F7FUK2		FCRL1	FALSE	FALSE	115350	FCRL1	Q96LA6		TRUE	FALSE	TRUE	TRUE	2	1
F7FUL5		FCRL2	TRUE	FALSE	79368	FCRL2	Q96LA5	1 - high confidence	TRUE	FALSE	TRUE	TRUE	4	1
F7FV62		IL27RA	FALSE	FALSE	9466	IL27RA	Q6UWB1	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	1
F7FVQ1		ADTRP	FALSE	FALSE	84830	ADTRP	Q96IZ2		FALSE	FALSE	TRUE	TRUE	1	1
F7FVS6		ADGRA3	FALSE	FALSE	166647	ADGRA3	Q8IWK6	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	1
F7FWA0		ANO7	FALSE	TRUE	50636	ANO7	Q6IWH7		TRUE	FALSE	FALSE	TRUE	1	2
F7FWU6		SLC16A6	FALSE	FALSE	9120	SLC16A6	O15403		TRUE	FALSE	FALSE	TRUE	1	1
F7FWV8		EOGT	FALSE	FALSE	285203	EOGT	Q5NDL2	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
F7FX20		ADAM21	FALSE	FALSE	8747	ADAM21	Q9UKJ8		TRUE	FALSE	FALSE	TRUE	1	1
F7FX41	715029	GOLM1	FALSE	FALSE	51280	GOLM1	Q8NBJ4	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1	1
F7FX67		IL6ST	FALSE	FALSE	3572	IL6ST	P40189	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	1
F7FX70		PTPRR	FALSE	FALSE	5801	PTPRR	Q15256		TRUE	TRUE	FALSE	TRUE	2	1
F7FXB6		IL6ST	TRUE	TRUE	3572	IL6ST	P40189	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
F7FXL3		DCSTAMP	TRUE	FALSE	81501	DCSTAMP	Q9H295		TRUE	TRUE	TRUE	TRUE	4	1
F7FXV1		CD40	TRUE	TRUE	958	CD40	P25942	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
F7FY16		CXADR	FALSE	TRUE	1525	CXADR	P78310	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
F7FY82		ITGAV	FALSE	TRUE	3685	ITGAV	P06756	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	2
