Gene Name	UniProt	GeneID	GO cell surface	GO plasma membrane	GeneID - human	Gene Name - human	UniProt - human	CSPA category	Surfaceome	CRISPR	GO cell surface - human	GO plasma membrane - human	Num cell surface evidence	Num plasma membrane evidence
OR13C8	A0A5F8ATM4		FALSE	TRUE	138802	OR13C8	Q8NGS7		TRUE	FALSE	FALSE	TRUE	1	2
SLC15A1	A0A5F8ATM6;F7H3Q3		FALSE	TRUE	6564	SLC15A1	P46059		TRUE	FALSE	FALSE	TRUE	1	2
LOC106992372	A0A5F8AUD7	106992372	FALSE	TRUE		LOC106992372			FALSE	FALSE	FALSE	FALSE	0	1
SCN3B	A0A5F8AUQ5		FALSE	TRUE	55800	SCN3B	Q9NY72		TRUE	FALSE	FALSE	TRUE	1	2
SDK2	A0A5F8AUQ9;F7FSQ2		TRUE	TRUE	54549	SDK2	Q58EX2	1 - high confidence	TRUE	TRUE	FALSE	TRUE	4	2
OR2A5	A0A5F8AUV4		FALSE	TRUE	393046	OR2A5	Q96R48		TRUE	FALSE	FALSE	TRUE	1	2
SLC9A3R1	A0A5F8AVA2;F6TPX1		FALSE	TRUE	9368	SLC9A3R1	O14745		FALSE	FALSE	FALSE	TRUE	0	2
ATP11A	A0A5F8AVD2;F7GMW7;F7HJX3;F7HJX9		FALSE	TRUE	23250	ATP11A	P98196		FALSE	FALSE	FALSE	TRUE	0	2
SCN2B	A0A5K1UBA0;G7NCB5		FALSE	TRUE	6327	SCN2B	O60939	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
ABI1	A0A5K1UIG2;A0A5K1VKF7;F7C4B0;F7H3J6;H9YUY8;I0FGX7;I2CUI3	707698	FALSE	TRUE	10006	ABI1	Q8IZP0		FALSE	FALSE	FALSE	TRUE	0	2
LRP6	A0A5K1UTM6		FALSE	TRUE	4040	LRP6	O75581		TRUE	TRUE	TRUE	TRUE	3	2
NMT2	A0A5K1UYP5;F7HEZ3;H9ET97	703394	FALSE	TRUE	9397	NMT2	O60551		FALSE	FALSE	FALSE	TRUE	0	2
ABHD17B	A0A5K1V359;F7A7W3	703828	FALSE	TRUE	51104	ABHD17B	Q5VST6		FALSE	FALSE	FALSE	TRUE	0	2
CAV1	A0A5K1V3S2		FALSE	TRUE	857	CAV1	Q03135		FALSE	TRUE	FALSE	TRUE	1	2
GABRB2	A0A5K1V437		FALSE	TRUE	2561	GABRB2	P47870		TRUE	FALSE	FALSE	TRUE	1	2
TMEM8B	A0A5K1V742;F7HKY6		FALSE	TRUE	51754	TMEM8B	A6NDV4		TRUE	TRUE	TRUE	TRUE	3	2
SLC38A5	A0A5K1VEC3;F7B0M0;G7NR67		FALSE	TRUE	92745	SLC38A5	Q8WUX1		TRUE	FALSE	FALSE	TRUE	1	2
OR52N4	A0A5K1VFY9		FALSE	TRUE	390072	OR52N4	Q8NGI2		TRUE	FALSE	FALSE	TRUE	1	2
HIP1R	A0A5K1VGX8;F6VW84		FALSE	TRUE	9026	HIP1R	O75146		FALSE	FALSE	FALSE	TRUE	0	2
MAPT	A0A5S7WPS9;F6XTG8		FALSE	TRUE	4137	MAPT	P10636		FALSE	FALSE	FALSE	TRUE	0	2
Mamu-DPA1	A2TJ57		FALSE	TRUE		MAMU-DPA1			FALSE	FALSE	FALSE	FALSE	0	1
SLC26A6	F6PIY5;F7GEX6;F7GEY8		FALSE	TRUE	65010	SLC26A6	Q9BXS9	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
PDCD1LG2	F6PJ72;F7DN11		TRUE	TRUE	80380	PDCD1LG2	Q9BQ51	1 - high confidence	TRUE	FALSE	TRUE	TRUE	4	2
FPR2	F6PNT3;P79190		FALSE	TRUE	2358	FPR2	P25090		TRUE	FALSE	FALSE	TRUE	1	2
PLVAP	F6PPF4		TRUE	TRUE	83483	PLVAP	Q9BX97	1 - high confidence	TRUE	FALSE	TRUE	TRUE	4	2
WDR73	F6PPV7		FALSE	TRUE	84942	WDR73	Q6P4I2		FALSE	FALSE	FALSE	TRUE	0	2
ARHGAP33	F6PQ13;F6PQ20;F6PQ26;F6X748		FALSE	TRUE	115703	ARHGAP33	O14559		FALSE	TRUE	FALSE	TRUE	1	2
BRCA1	F6PQM4;F6PQP0;F7BFJ5;F7BG22;F7BG37		FALSE	TRUE	672	BRCA1	P38398		FALSE	FALSE	FALSE	TRUE	0	2
PKHD1	F6PQW5		FALSE	TRUE	5314	PKHD1	P08F94		TRUE	TRUE	TRUE	TRUE	3	2
ADAM7	F6PRG1		FALSE	TRUE	8756	ADAM7	Q9H2U9		TRUE	FALSE	FALSE	TRUE	1	2
HFE	F6PRS3;F7HAR1		TRUE	TRUE	3077	HFE	Q30201	1 - high confidence	TRUE	FALSE	TRUE	TRUE	4	2
DMD	F6PV85;F7FKS0;H9Z5Y8	708073	FALSE	TRUE	1756	DMD	P11532		FALSE	TRUE	TRUE	TRUE	2	2
ALK	F6PVR5		FALSE	TRUE	238	ALK	Q9UM73		TRUE	FALSE	FALSE	TRUE	1	2
PRTG	F6PWZ4		FALSE	TRUE	283659	PRTG	Q2VWP7		TRUE	FALSE	FALSE	TRUE	1	2
CD1E	F6PY99;F6UJB3;F7D516		TRUE	TRUE	913	CD1E	P15812		TRUE	FALSE	TRUE	TRUE	3	2
PLAUR	F6Q0B8;F6Q0C7	710662	TRUE	TRUE	5329	PLAUR	Q03405	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
BAG4	F6Q0J1		FALSE	TRUE	9530	BAG4	O95429		FALSE	FALSE	FALSE	TRUE	0	2
TGFBR2	F6Q193		FALSE	TRUE	7048	TGFBR2	P37173	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	2
DLC1	F6Q3G0;F6UEA7;F6UEC2		FALSE	TRUE	10395	DLC1	Q96QB1		FALSE	FALSE	FALSE	TRUE	0	2
SYMPK	F6Q3K7;I0FJW9	722436	FALSE	TRUE	8189	SYMPK	Q92797		FALSE	FALSE	FALSE	TRUE	0	2
MSR1	F6Q3T3		FALSE	TRUE	4481	MSR1	P21757	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
FCHO2	F6Q426		FALSE	TRUE	115548	FCHO2	Q0JRZ9		FALSE	FALSE	FALSE	TRUE	0	2
FSCN3	F6Q460		FALSE	TRUE	29999	FSCN3	Q9NQT6		FALSE	FALSE	FALSE	TRUE	0	2
OR10D3	F6Q489		FALSE	TRUE		OR10D3	Q8NH80		TRUE	FALSE	FALSE	TRUE	1	2
GFRA2	F6Q4H9;F7E8A0;I2CTQ6		FALSE	TRUE	2675	GFRA2	O00451	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	2
CHRNB4	F6Q554		FALSE	TRUE	1143	CHRNB4	P30926		TRUE	FALSE	FALSE	TRUE	1	2
KCNQ5	F6Q5P1		FALSE	TRUE	56479	KCNQ5	Q9NR82		FALSE	FALSE	FALSE	TRUE	0	2
KCNB2	F6Q7Z0		FALSE	TRUE	9312	KCNB2	Q92953		FALSE	FALSE	FALSE	TRUE	0	2
CLIC6	F6Q8V4		FALSE	TRUE	54102	CLIC6	Q96NY7		FALSE	FALSE	FALSE	TRUE	0	2
LANCL2	F6Q9A7		FALSE	TRUE	55915	LANCL2	Q9NS86		FALSE	FALSE	FALSE	TRUE	0	2
CD84	F6QA42;F6QA53;F6QA63		FALSE	TRUE	8832	CD84	Q9UIB8	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
POLE	F6QAQ1		FALSE	TRUE	5426	POLE	Q07864		FALSE	FALSE	FALSE	TRUE	0	2
P2RX2	F6QAS7		FALSE	TRUE	22953	P2RX2	Q9UBL9		TRUE	FALSE	FALSE	TRUE	1	2
SPIRE2	F6QAW1		FALSE	TRUE	84501	SPIRE2	Q8WWL2		FALSE	FALSE	FALSE	TRUE	0	2
CLEC2A	F6QE49		FALSE	TRUE	387836	CLEC2A	Q6UVW9		FALSE	FALSE	FALSE	TRUE	0	2
BST1	F6QEZ3		FALSE	TRUE	683	BST1	Q10588	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
SEPTIN2	F6QG04;F6R3X6		FALSE	TRUE	4735	SEPTIN2	Q15019		FALSE	FALSE	FALSE	TRUE	0	2
ABCA3	F6QGN7;F6QGP6		FALSE	TRUE	21	ABCA3	Q99758		TRUE	FALSE	FALSE	TRUE	1	2
CTNND1	F6QHE6;F6QHF6		FALSE	TRUE	1500	CTNND1	O60716		FALSE	FALSE	FALSE	TRUE	0	2
SYNE1	F6QLC1		FALSE	TRUE	23345	SYNE1	Q8NF91		FALSE	FALSE	FALSE	TRUE	0	2
OR51A4	F6QN01		FALSE	TRUE	401666	OR51A4	Q8NGJ6		TRUE	FALSE	FALSE	TRUE	1	2
ZDHHC5	F6QNS3		FALSE	TRUE	25921	ZDHHC5	Q9C0B5	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
KLC2	F6QRB8		FALSE	TRUE	64837	KLC2	Q9H0B6		FALSE	FALSE	FALSE	TRUE	0	2
OR2M4	F6QRX6		FALSE	TRUE	26245	OR2M4	Q96R27		TRUE	FALSE	FALSE	TRUE	1	2
ITGAV	F6QSK2;F7FY82;F7FY86		TRUE	TRUE	3685	ITGAV	P06756	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
EZR	F6QSQ3		FALSE	TRUE	7430	EZR	P15311		FALSE	FALSE	FALSE	TRUE	0	2
CACNG2	F6QST9		FALSE	TRUE	10369	CACNG2	Q9Y698		TRUE	FALSE	TRUE	TRUE	2	2
PNOC	F6QTL3		FALSE	TRUE	5368	PNOC	Q13519		FALSE	FALSE	FALSE	TRUE	0	2
OR6C2	F6QUH8		FALSE	TRUE	341416	OR6C2	Q9NZP2		TRUE	FALSE	FALSE	TRUE	1	2
OR10A7	F6QUK9		FALSE	TRUE	121364	OR10A7	Q8NGE5		TRUE	FALSE	FALSE	TRUE	1	2
UMOD	F6QVD9;F7E1R3		FALSE	TRUE	7369	UMOD	P07911		TRUE	FALSE	FALSE	TRUE	1	2
ADGRG3	F6QW44		FALSE	TRUE	222487	ADGRG3	Q86Y34		TRUE	FALSE	FALSE	TRUE	1	2
OR13C3	F6QXC1		FALSE	TRUE	138803	OR13C3	Q8NGS6		TRUE	FALSE	FALSE	TRUE	1	2
ARHGEF5	F6QYC0		FALSE	TRUE	7984	ARHGEF5	Q12774		FALSE	FALSE	FALSE	TRUE	0	2
LHCGR	F6R0E5		FALSE	TRUE	3973	LHCGR	P22888		TRUE	TRUE	FALSE	TRUE	2	2
STX11	F6R0Q4		FALSE	TRUE	8676	STX11	O75558		FALSE	TRUE	FALSE	TRUE	1	2
NKD2	F6R1B1		FALSE	TRUE	85409	NKD2	Q969F2		FALSE	FALSE	FALSE	TRUE	0	2
BAG3	F6R2V4		FALSE	TRUE	9531	BAG3	O95817		FALSE	FALSE	FALSE	TRUE	0	2
RPTN	F6R3M7		FALSE	TRUE	126638	RPTN	Q6XPR3		FALSE	FALSE	FALSE	TRUE	0	2
TMC2	F6R530		FALSE	TRUE	117532	TMC2	Q8TDI7		FALSE	FALSE	FALSE	TRUE	0	2
GPR142	F6R668		FALSE	TRUE	350383	GPR142	Q7Z601		TRUE	FALSE	FALSE	TRUE	1	2
CATSPERE	F6R844;F7HTK5		FALSE	TRUE	257044	CATSPERE	Q5SY80		TRUE	FALSE	FALSE	TRUE	1	2
SLC2A7	F6RB23		FALSE	TRUE	155184	SLC2A7	Q6PXP3		TRUE	FALSE	FALSE	TRUE	1	2
CDC42	F6RBZ7;F7FVX9;H9G2P2	707637	FALSE	TRUE	998	CDC42	P60953		FALSE	FALSE	FALSE	TRUE	0	2
NMUR2	F6RCE0		FALSE	TRUE	56923	NMUR2	Q9GZQ4		TRUE	FALSE	FALSE	TRUE	1	2
OTOA	F6RCF8		TRUE	TRUE	146183	OTOA	Q7RTW8		TRUE	FALSE	TRUE	TRUE	3	2
ILDR1	F6RE05;F6RE17		FALSE	TRUE	286676	ILDR1	Q86SU0		TRUE	FALSE	FALSE	TRUE	1	2
POPDC2	F6RE89		FALSE	TRUE	64091	POPDC2	Q9HBU9		FALSE	FALSE	FALSE	TRUE	0	2
OR2T27	F6RH00		FALSE	TRUE	403239	OR2T27	Q8NH04		TRUE	FALSE	FALSE	TRUE	1	2
NRN1L	F6RNB5		FALSE	TRUE	123904	NRN1L	Q496H8		TRUE	FALSE	FALSE	TRUE	1	2
SGCD	F6RNT8		FALSE	TRUE	6444	SGCD	Q92629	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
APCDD1L	F6RP95		FALSE	TRUE	164284	APCDD1L	Q8NCL9		FALSE	FALSE	FALSE	TRUE	0	2
CDH3	F6RPA3		FALSE	TRUE	1001	CDH3	P22223	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	2
SLC13A5	F6RTR5;G0X6X6	713292	FALSE	TRUE	284111	SLC13A5	Q86YT5		FALSE	FALSE	FALSE	TRUE	0	2
BTN3A3	F6RTU9		TRUE	TRUE	10384	BTN3A3	O00478	1 - high confidence	TRUE	FALSE	TRUE	TRUE	4	2
NLGN1	F6RUL6		FALSE	TRUE	22871	NLGN1	Q8N2Q7	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	2
COA6	F6RUZ2	718775	FALSE	TRUE	388753	COA6	Q5JTJ3		FALSE	FALSE	FALSE	TRUE	0	2
SLC4A7	F6RVT7;F6RVW4		FALSE	TRUE	9497	SLC4A7	Q9Y6M7	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
PLXNA2	F6RXZ3		FALSE	TRUE	5362	PLXNA2	O75051	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
OR56A1	F6RZB6		FALSE	TRUE	120796	OR56A1	Q8NGH5		TRUE	FALSE	FALSE	TRUE	1	2
XKR4	F6S0I2		FALSE	TRUE	114786	XKR4	Q5GH76		FALSE	FALSE	FALSE	TRUE	0	2
PCDHGC3	F6S210		FALSE	TRUE	5098	PCDHGC3	Q9UN70	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
CIZ1	F6S4D7;F6S4F6		FALSE	TRUE	25792	CIZ1	Q9ULV3		FALSE	FALSE	FALSE	TRUE	0	2
SLC8A1	F6S4E7		FALSE	TRUE	6546	SLC8A1	P32418	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
KCND1	F6S4U3		FALSE	TRUE	3750	KCND1	Q9NSA2		FALSE	FALSE	FALSE	TRUE	0	2
WWOX	F6S5M5		FALSE	TRUE		WWOX			FALSE	FALSE	FALSE	FALSE	0	1
CATSPERB	F6S6F1		FALSE	TRUE	79820	CATSPERB	Q9H7T0		FALSE	FALSE	FALSE	TRUE	0	2
S100G	F6S7A0		FALSE	TRUE	795	S100G	P29377		FALSE	FALSE	FALSE	TRUE	0	2
TCAF2	F6S7K5;F6S7P5		FALSE	TRUE	285966	TCAF2	A6NFQ2		FALSE	FALSE	FALSE	TRUE	0	2
RET	F6S7W7		FALSE	TRUE	5979	RET	P07949	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
ACVR1C	F6S9J1;F6S9M0		FALSE	TRUE	130399	ACVR1C	Q8NER5		TRUE	FALSE	FALSE	TRUE	1	2
FILIP1	F6SBM7		FALSE	TRUE	27145	FILIP1	Q7Z7B0		FALSE	FALSE	FALSE	TRUE	0	2
BBS4	F6SCB7;F7GQ54		FALSE	TRUE	585	BBS4	Q96RK4		FALSE	FALSE	FALSE	TRUE	0	2
PANX1	F6SDC5		FALSE	TRUE	24145	PANX1	Q96RD7	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
HEPHL1	F6SDG6		FALSE	TRUE	341208	HEPHL1	Q6MZM0		TRUE	FALSE	FALSE	TRUE	1	2
BCR	F6SE57;F6Y8F5;F7HB27		FALSE	TRUE	613	BCR	P11274		FALSE	FALSE	FALSE	TRUE	0	2
KRAS	F6SFG7;F6SG80;F6VGN0	707977	FALSE	TRUE	3845	KRAS	P01116		FALSE	FALSE	FALSE	TRUE	0	2
CELSR2	F6SGH4		FALSE	TRUE	1952	CELSR2	Q9HCU4	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
ATP7A	F6SGI3		FALSE	TRUE	538	ATP7A	Q04656		FALSE	FALSE	FALSE	TRUE	0	2
OR5M3	F6SJH6		FALSE	TRUE	219482	OR5M3	Q8NGP4		TRUE	FALSE	FALSE	TRUE	1	2
OR8U1	F6SJI3		FALSE	TRUE	219417	OR8U1	Q8NH10		TRUE	FALSE	FALSE	TRUE	1	2
OR8J1	F6SJW8		FALSE	TRUE	219477	OR8J1	Q8NGP2		TRUE	FALSE	FALSE	TRUE	1	2
SEMA4C	F6SK54		FALSE	TRUE	54910	SEMA4C	Q9C0C4	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
IRS4	F6SL50		FALSE	TRUE	8471	IRS4	O14654		FALSE	FALSE	FALSE	TRUE	0	2
SLC23A1	F6SQR3		FALSE	TRUE	9963	SLC23A1	Q9UHI7		TRUE	FALSE	FALSE	TRUE	1	2
EXO1	F6SUN2		FALSE	TRUE	9156	EXO1	Q9UQ84		FALSE	FALSE	FALSE	TRUE	0	2
WWC1	F6SW62		FALSE	TRUE	23286	WWC1	Q8IX03		FALSE	FALSE	FALSE	TRUE	0	2
CACNB2	F6SWF4;F6SWG5;F6SWH6		FALSE	TRUE	783	CACNB2	Q08289		FALSE	FALSE	FALSE	TRUE	0	2
XKR9	F6SX06		FALSE	TRUE	389668	XKR9	Q5GH70		FALSE	FALSE	FALSE	TRUE	0	2
CALHM5	F6SXK2		FALSE	TRUE	254228	CALHM5	Q8N5C1		TRUE	FALSE	FALSE	TRUE	1	2
DUSP15	F6SXX3;H9FPW5	100431027	FALSE	TRUE	128853	DUSP15	Q9H1R2		FALSE	FALSE	FALSE	TRUE	0	2
HTR3C	F6SYE8		FALSE	TRUE	170572	HTR3C	Q8WXA8		TRUE	FALSE	FALSE	TRUE	1	2
SHISA9	F6SYT7		FALSE	TRUE	729993	SHISA9	B4DS77		TRUE	FALSE	FALSE	TRUE	1	2
SLC26A4	F6T116		FALSE	TRUE	5172	SLC26A4	O43511		TRUE	FALSE	FALSE	TRUE	1	2
CIP2A	F6T1A3		FALSE	TRUE	57650	CIP2A	Q8TCG1		FALSE	FALSE	FALSE	TRUE	0	2
KCNK4	F6T245		FALSE	TRUE	50801	KCNK4	Q9NYG8		FALSE	FALSE	FALSE	TRUE	0	2
KCNK7	F6T3H6		FALSE	TRUE	10089	KCNK7	Q9Y2U2		FALSE	FALSE	FALSE	TRUE	0	2
ARRDC2	F6T3J3;F6Z5P8		FALSE	TRUE	27106	ARRDC2	Q8TBH0		FALSE	FALSE	FALSE	TRUE	0	2
LRRC7	F6T533		FALSE	TRUE		LRRC7	Q96NW7		FALSE	FALSE	FALSE	TRUE	0	2
OR52A1	F6T5E8		FALSE	TRUE	23538	OR52A1	Q9UKL2		TRUE	FALSE	FALSE	TRUE	1	2
ITGAL	F6T5M4		TRUE	TRUE	3683	ITGAL	P20701	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
SLC4A5	F6T693;F6T6A4		FALSE	TRUE	57835	SLC4A5	Q9BY07		TRUE	FALSE	FALSE	TRUE	1	2
RXFP1	F6T6R8;F6T6S6		FALSE	TRUE	59350	RXFP1	Q9HBX9		TRUE	FALSE	FALSE	TRUE	1	2
TBC1D10A	F6T861;F7GBS3;F7GES7;I0FHJ4	107000642;715407	FALSE	TRUE	83874	TBC1D10A	Q9BXI6		FALSE	FALSE	FALSE	TRUE	0	2
SLC35G2	F6TAG1		FALSE	TRUE	80723	SLC35G2	Q8TBE7		FALSE	FALSE	FALSE	TRUE	0	2
UTS2R	F6TAU1		FALSE	TRUE	2837	UTS2R	Q9UKP6		TRUE	FALSE	FALSE	TRUE	1	2
UPK3A	F6TBY3		FALSE	TRUE	7380	UPK3A	O75631		TRUE	FALSE	FALSE	TRUE	1	2
LGR6	F6TE88		FALSE	TRUE	59352	LGR6	Q9HBX8		TRUE	FALSE	FALSE	TRUE	1	2
PTPN7	F6TEC2;F7FR01		FALSE	TRUE	5778	PTPN7	P35236		FALSE	FALSE	FALSE	TRUE	0	2
SLC30A1	F6TFE8		FALSE	TRUE	7779	SLC30A1	Q9Y6M5		TRUE	FALSE	FALSE	TRUE	1	2
LTB4R2	F6TFK0		FALSE	TRUE	56413	LTB4R2	Q9NPC1		TRUE	FALSE	FALSE	TRUE	1	2
DLL3	F6TFV4		FALSE	TRUE	10683	DLL3	Q9NYJ7		TRUE	FALSE	FALSE	TRUE	1	2
ENPP3	F6TH66		TRUE	TRUE	5169	ENPP3	O14638	1 - high confidence	FALSE	FALSE	TRUE	TRUE	3	2
RIPK1	F6THC2		FALSE	TRUE	8737	RIPK1	Q13546		FALSE	FALSE	FALSE	TRUE	0	2
OR8A1	F6THP1		FALSE	TRUE	390275	OR8A1	Q8NGG7		TRUE	FALSE	FALSE	TRUE	1	2
FRMPD1	F6TKH6		FALSE	TRUE	22844	FRMPD1	Q5SYB0		FALSE	FALSE	FALSE	TRUE	0	2
EDA2R	F6TM24;F6TM31		FALSE	TRUE	60401	EDA2R	Q9HAV5		TRUE	FALSE	FALSE	TRUE	1	2
SLC12A6	F6TMR9;F6VTM4;F7H2L4		FALSE	TRUE	9990	SLC12A6	Q9UHW9	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
SLC26A2	F6TNJ1		FALSE	TRUE	1836	SLC26A2	P50443	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
SLC16A3	F6TNP3		FALSE	TRUE	9123	SLC16A3	O15427		FALSE	FALSE	FALSE	TRUE	0	2
ICAM5	F6TPB6		FALSE	TRUE	7087	ICAM5	Q9UMF0	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3	2
PTGER1	F6TQR8		FALSE	TRUE	5731	PTGER1	P34995		TRUE	FALSE	FALSE	TRUE	1	2
CD1D	F6TR81		TRUE	TRUE	912	CD1D	P15813	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
SPPL3	F6TRI6;F7BL14		FALSE	TRUE	121665	SPPL3	Q8TCT6		FALSE	FALSE	FALSE	TRUE	0	2
PTPRJ	F6TSU2		TRUE	TRUE	5795	PTPRJ	Q12913	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
SLC2A8	F6TU81		FALSE	TRUE	29988	SLC2A8	Q9NY64		TRUE	FALSE	FALSE	TRUE	1	2
PTPRO	F6TUI9;F6TUJ8;F6YKI4	700811	FALSE	TRUE	5800	PTPRO	Q16827		TRUE	FALSE	FALSE	TRUE	1	2
RASGRP1	F6TUS1;F7H896		FALSE	TRUE	10125	RASGRP1	O95267		FALSE	FALSE	FALSE	TRUE	0	2
DPEP1	F6TVV6		FALSE	TRUE	1800	DPEP1	P16444	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
RAB40B	F6TWD4		FALSE	TRUE	10966	RAB40B	Q12829		FALSE	FALSE	FALSE	TRUE	0	2
TMPRSS11E	F6U032		FALSE	TRUE	28983	TMPRSS11E	Q9UL52		TRUE	FALSE	FALSE	TRUE	1	2
PLEKHG5	F6U0H1;F7GW00;F7GW05		FALSE	TRUE	57449	PLEKHG5	O94827		FALSE	FALSE	FALSE	TRUE	0	2
ANKS1B	F6U0T1;F6YRP8;F6YRR8;H9FXB9		FALSE	TRUE	56899	ANKS1B	Q7Z6G8		FALSE	FALSE	FALSE	TRUE	0	2
LOC706439	F6U325		FALSE	TRUE		LOC706439			FALSE	FALSE	FALSE	FALSE	0	1
COL25A1	F6U3F4		FALSE	TRUE	84570	COL25A1	Q9BXS0		FALSE	TRUE	FALSE	TRUE	1	2
C8A	F6U5Q9		FALSE	TRUE	731	C8A	P07357		FALSE	FALSE	FALSE	TRUE	0	2
ADGRF1	F6U5Y3		FALSE	TRUE	266977	ADGRF1	Q5T601	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
IL6R	F6U605		TRUE	TRUE	3570	IL6R	P08887		TRUE	FALSE	TRUE	TRUE	3	2
VASP	F6U702;F6Z8F1		FALSE	TRUE	7408	VASP	P50552		FALSE	FALSE	FALSE	TRUE	0	2
DRD3	F6U709	100425047	FALSE	TRUE	1814	DRD3	P35462		TRUE	FALSE	FALSE	TRUE	1	2
FCRL6	F6U7P0;F6U7Q7		TRUE	TRUE	343413	FCRL6	Q6DN72	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
CHRNB1	F6U9J4		FALSE	TRUE	1140	CHRNB1	P11230		TRUE	FALSE	FALSE	TRUE	1	2
NLGN3	F6UBT7;G7NRV3;H9FML3;Q8WMH2	574216	TRUE	TRUE	54413	NLGN3	Q9NZ94		TRUE	TRUE	TRUE	TRUE	4	2
CXCR3	F6UC75		TRUE	TRUE	2833	CXCR3	P49682	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
ARL14	F6UCL3		FALSE	TRUE	80117	ARL14	Q8N4G2		FALSE	FALSE	FALSE	TRUE	0	2
GOT2	F6UDV1		FALSE	TRUE	2806	GOT2	P00505		FALSE	FALSE	TRUE	TRUE	1	2
PDS5A	F6UEY4;H9ENX0	699864	FALSE	TRUE	23244	PDS5A	Q29RF7		FALSE	FALSE	FALSE	TRUE	0	2
RAMP2	F6UGD5		TRUE	TRUE	10266	RAMP2	O60895		TRUE	TRUE	TRUE	TRUE	4	2
TSPAN16	F6UGR0		FALSE	TRUE	26526	TSPAN16	Q9UKR8		FALSE	FALSE	FALSE	TRUE	0	2
GSG1L2	F6UH51		FALSE	TRUE	644070	GSG1L2	A8MUP6		TRUE	FALSE	FALSE	TRUE	1	2
NPSR1	F6UH92		FALSE	TRUE	387129	NPSR1	Q6W5P4		TRUE	FALSE	FALSE	TRUE	1	2
GRIN2D	F6UKT3		FALSE	TRUE	2906	GRIN2D	O15399		TRUE	FALSE	FALSE	TRUE	1	2
CDAN1	F6UL93;F6ULA2		FALSE	TRUE	146059	CDAN1	Q8IWY9		FALSE	FALSE	FALSE	TRUE	0	2
GLDN	F6ULJ2		TRUE	TRUE	342035	GLDN	Q6ZMI3		TRUE	FALSE	TRUE	TRUE	3	2
PACC1	F6UN26;G7MEL9	716268	FALSE	TRUE	55248	PACC1	Q9H813	2 - putative	FALSE	FALSE	TRUE	TRUE	2	2
LSR	F6UPF5;F6UVZ7		FALSE	TRUE	51599	LSR	Q86X29		FALSE	FALSE	FALSE	TRUE	0	2
SACM1L	F6UPL3;F7CVR8;F7CVU8		FALSE	TRUE		SACM1L			FALSE	FALSE	FALSE	FALSE	0	1
INSC	F6US75;F6XN29		FALSE	TRUE	387755	INSC	Q1MX18		FALSE	FALSE	FALSE	TRUE	0	2
OR2B11	F6UUZ9		FALSE	TRUE	127623	OR2B11	Q5JQS5		TRUE	FALSE	FALSE	TRUE	1	2
STOML3	F6UXM2		FALSE	TRUE	161003	STOML3	Q8TAV4		FALSE	FALSE	FALSE	TRUE	0	2
KAZN	F6UZD0		FALSE	TRUE	23254	KAZN	Q674X7		FALSE	FALSE	FALSE	TRUE	0	2
POU2F3	F6V098		FALSE	TRUE	25833	POU2F3	Q9UKI9		FALSE	FALSE	FALSE	TRUE	0	2
MAGI1	F6V3H6	698092	FALSE	TRUE	9223	MAGI1	Q96QZ7		FALSE	TRUE	FALSE	TRUE	1	2
AGER	F6V5J8;F7HCU4;F7HEW4;F7HEW8		FALSE	TRUE	177	AGER	Q15109		TRUE	FALSE	TRUE	TRUE	2	2
CD5	F6V5Q9		FALSE	TRUE	921	CD5	P06127	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	2
CNTN5	F6V5U5		FALSE	TRUE	53942	CNTN5	O94779		TRUE	FALSE	FALSE	TRUE	1	2
