Entry	Status	Protein names	Gene names  (primary )	Gene names	Annotation	Keywords	Gene ontology (cellular component)
A0A1U7QYA5	unreviewed	ephrin-A5 isoform X1	Efna5	Efna5	4 out of 5	Disulfide bond;Membrane;Reference proteome;Signal	adherens junction [GO:0005912]; anchored component of external side of plasma membrane [GO:0031362]; basement membrane [GO:0005604]; GABA-ergic synapse [GO:0098982]
A0A1U7QAU1	unreviewed	Protein disulfide-isomerase (EC 5.3.4.1)	P4hb	P4hb	4 out of 5	Disulfide bond;Isomerase;Redox-active center;Reference proteome;Repeat;Signal	cell [GO:0005623]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; endoplasmic reticulum chaperone complex [GO:0034663]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; external side of plasma membrane [GO:0009897]; lamellipodium [GO:0030027]; procollagen-proline 4-dioxygenase complex [GO:0016222]
A0A1U7QLH1	unreviewed	Integrin beta	Itgb3	Itgb3	5 out of 5	Cell adhesion;Disulfide bond;Integrin;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	alpha9-beta1 integrin-ADAM8 complex [GO:0071133]; alphav-beta3 integrin-PKCalpha complex [GO:0035866]; apical plasma membrane [GO:0016324]; external side of plasma membrane [GO:0009897]; focal adhesion [GO:0005925]; glutamatergic synapse [GO:0098978]; integral component of synaptic membrane [GO:0099699]; integrin complex [GO:0008305]
A0A1U7RBA7	unreviewed	urokinase-type plasminogen activator	Plau	Plau	3 out of 5	Disulfide bond;EGF-like domain;Hydrolase;Kinase;Kringle;Protease;Reference proteome;Secreted;Serine protease;Transferase	cell surface [GO:0009986]; extracellular space [GO:0005615]
A0A1U7Q8L1	unreviewed	Protein Wnt	Wnt3a	Wnt3a	5 out of 5	Developmental protein;Disulfide bond;Extracellular matrix;Reference proteome;Secreted;Signal;Wnt signaling pathway	cell surface [GO:0009986]; extracellular space [GO:0005615]; glutamatergic synapse [GO:0098978]; Wnt-Frizzled-LRP5/6 complex [GO:1990851]
A0A1U7QU97	unreviewed	matrix remodeling-associated protein 8 isoform X1	Mxra8	Mxra8	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
A0A1U8BTY2	unreviewed	R-spondin-2 isoform X5	Rspo2	Rspo2	2 out of 5	Reference proteome	cell surface [GO:0009986]; extracellular region [GO:0005576]
A0A1U8CRM3	unreviewed	membrane cofactor protein	Cd46	Cd46	1 out of 5	Disulfide bond;Membrane;Reference proteome;Sushi;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
A0A1U7QNC3	unreviewed	bone morphogenetic protein 10	Bmp10	Bmp10	4 out of 5	Disulfide bond;Growth factor;Reference proteome;Secreted;Signal	cell surface [GO:0009986]; extracellular space [GO:0005615]; Z disc [GO:0030018]
A0A1U7R482	unreviewed	Phospholipase A(2) (EC 3.1.1.4)	LOC101825423	LOC101825423	3 out of 5	Calcium;Disulfide bond;Hydrolase;Lipid metabolism;Reference proteome;Secreted;Signal	cell surface [GO:0009986]; extracellular space [GO:0005615]
A0A1U8CU45	unreviewed	plasmalemma vesicle-associated protein	Plvap	Plvap	2 out of 5	Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix	caveola [GO:0005901]; cell surface [GO:0009986]; integral component of membrane [GO:0016021]
A0A1U7QNG1	unreviewed	growth hormone secretagogue receptor type 1	Ghsr	Ghsr	3 out of 5	G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]; membrane raft [GO:0045121]; neuron projection [GO:0043005]
A0A1U7QCL5	unreviewed	fibrinogen beta chain	Fgb	Fgb	4 out of 5	Coiled coil;Disulfide bond;Reference proteome;Signal	cell cortex [GO:0005938]; endoplasmic reticulum [GO:0005783]; external side of plasma membrane [GO:0009897]; fibrinogen complex [GO:0005577]; platelet alpha granule [GO:0031091]; synapse [GO:0045202]
A0A1U7QLF7	unreviewed	Beta-2-microglobulin	B2m	B2m	5 out of 5	Immunity;Immunoglobulin domain;MHC I;Reference proteome;Secreted;Signal	cytosol [GO:0005829]; external side of plasma membrane [GO:0009897]; extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; HFE-transferrin receptor complex [GO:1990712]; MHC class I peptide loading complex [GO:0042824]; MHC class I protein complex [GO:0042612]
A0A1U7QNR0	unreviewed	Protein Wnt	Wnt5a	Wnt5a	5 out of 5	Developmental protein;Disulfide bond;Extracellular matrix;Reference proteome;Secreted;Wnt signaling pathway	cell surface [GO:0009986]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; glutamatergic synapse [GO:0098978]; postsynapse [GO:0098794]
A0A1U7QAW8	unreviewed	insulin-degrading enzyme isoform X1	Ide	Ide	4 out of 5	Reference proteome;Signal	basolateral plasma membrane [GO:0016323]; cell [GO:0005623]; cytosol [GO:0005829]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; peroxisome [GO:0005777]
A0A1U8C6S6	unreviewed	short transient receptor potential channel 4	Trpc4	Trpc4	3 out of 5	ANK repeat;Coiled coil;Ion channel;Ion transport;Membrane;Receptor;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport	basolateral plasma membrane [GO:0016323]; calcium channel complex [GO:0034704]; caveola [GO:0005901]; cell-cell junction [GO:0005911]; cell surface [GO:0009986]; cortical cytoskeleton [GO:0030863]
A0A1U8CQA2	unreviewed	lysophosphatidic acid receptor 2	Lpar2	Lpar2	1 out of 5	G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; endocytic vesicle [GO:0030139]; integral component of membrane [GO:0016021]
A0A1U7R1V5	unreviewed	hedgehog-interacting protein isoform X1	Hhip	Hhip	2 out of 5	Disulfide bond;EGF-like domain;Membrane;Reference proteome;Repeat;Signal	cell surface [GO:0009986]; integral component of plasma membrane [GO:0005887]
Q9ERB1	unreviewed	C-X-C motif chemokine	IP10	IP10 Cxcl10	4 out of 5	Chemotaxis;Cytokine;Disulfide bond;Reference proteome;Secreted;Signal	cell [GO:0005623]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]
A0A1U8C8B0	unreviewed	calpain-5 isoform X1	Capn5	Capn5	1 out of 5	Hydrolase;Protease;Reference proteome;Thiol protease	cell surface [GO:0009986]; synapse [GO:0045202]
A0A1U7QZR5	unreviewed	Integrin beta	Itgb8	Itgb8	3 out of 5	Cell adhesion;Disulfide bond;Integrin;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integrin alphav-beta8 complex [GO:0034686]
A0A1U8CDZ7	unreviewed	C-C chemokine receptor type 9	Ccr9	Ccr9	2 out of 5	G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
C9DFG2	unreviewed	Adiponectin (adiponectin isoform X1) (adiponectin precursor)	Adipoq	Adipoq	5 out of 5	Collagen;Reference proteome;Secreted;Signal	cell periphery [GO:0071944]; cell surface [GO:0009986]; collagen trimer [GO:0005581]; endoplasmic reticulum [GO:0005783]; extracellular space [GO:0005615]; perinuclear region of cytoplasm [GO:0048471]
A0A1U8CAF4	unreviewed	small integral membrane protein 1	Smim1	Smim1	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QDH9	unreviewed	proheparin-binding EGF-like growth factor	Hbegf	Hbegf	3 out of 5	Disulfide bond;EGF-like domain;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; extracellular space [GO:0005615]; integral component of plasma membrane [GO:0005887]
A0A1U7QMZ8	unreviewed	ecto-NOX disulfide-thiol exchanger 1 isoform X1	Enox1	Enox1	1 out of 5	Coiled coil;RNA-binding;Reference proteome	external side of plasma membrane [GO:0009897]
A0A1U7QI15	unreviewed	butyrophilin subfamily 2 member A2	LOC101830754	LOC101830754	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
A0A1U7Q8Y7	unreviewed	hereditary hemochromatosis protein isoform X1	Hfe	Hfe	5 out of 5	Disulfide bond;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	apical part of cell [GO:0045177]; basal part of cell [GO:0045178]; cell [GO:0005623]; early endosome [GO:0005769]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; HFE-transferrin receptor complex [GO:1990712]; integral component of membrane [GO:0016021]; nucleoplasm [GO:0005654]; perinuclear region of cytoplasm [GO:0048471]; recycling endosome [GO:0055037]
A0A1U7QDP6	unreviewed	integrin alpha-IIb isoform X1	Itga2b	Itga2b	2 out of 5	Cell adhesion;Integrin;Membrane;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; integrin complex [GO:0008305]
A0A1U7R2Z1	unreviewed	vesicular integral-membrane protein VIP36 isoform X1 (vesicular integral-membrane protein VIP36 isoform X2)	Lman2	Lman2	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; integral component of plasma membrane [GO:0005887]
A0A1U8CJG5	unreviewed	Tetraspanin	Cd63	Cd63	3 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; endosome lumen [GO:0031904]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; intrinsic component of plasma membrane [GO:0031226]; lysosomal membrane [GO:0005765]; multivesicular body, internal vesicle [GO:0097487]; multivesicular body membrane [GO:0032585]
A0A1U7R986	unreviewed	C-C chemokine receptor type 5 isoform X2	LOC101833790	LOC101833790	3 out of 5	G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	cell [GO:0005623]; endosome [GO:0005768]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
A0A1U7R1Q1	unreviewed	Receptor protein serine/threonine kinase (EC 2.7.11.30)	Bmpr1a	Bmpr1a	5 out of 5	ATP-binding;Kinase;Membrane;Nucleotide-binding;Receptor;Reference proteome;Serine/threonine-protein kinase;Signal;Transferase;Transmembrane;Transmembrane helix	caveola [GO:0005901]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
A0A1U7Q2V6	unreviewed	leucine-rich repeat and fibronectin type-III domain-containing protein 4	Lrfn4	Lrfn4	2 out of 5	Disulfide bond;Immunoglobulin domain;Leucine-rich repeat;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; GABA-ergic synapse [GO:0098982]; glutamatergic synapse [GO:0098978]; integral component of membrane [GO:0016021]
