Entry	Status	Protein names	Gene names  (primary )	Gene names	Annotation	Keywords	Gene ontology (cellular component)
H9ZFT8	unreviewed	B-cell antigen receptor complex-associated protein beta chain isoform 3	CD79B	CD79B	2 out of 5	Immunoglobulin domain;Membrane;Receptor;Reference proteome;Signal;Transmembrane;Transmembrane helix	B cell receptor complex [GO:0019815]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
G7MY72	unreviewed	Complexin-3	CPLX3	CPLX3	2 out of 5	Coiled coil;Reference proteome	anchored component of presynaptic active zone membrane [GO:0099029]; anchored component of synaptic vesicle membrane [GO:0098993]; cytosol [GO:0005829]; photoreceptor ribbon synapse [GO:0098684]; SNARE complex [GO:0031201]; terminal bouton [GO:0043195]
H9FYP5	unreviewed	Sodium/hydrogen exchanger	SLC9A1	SLC9A1	4 out of 5	Antiport;Coiled coil;Ion transport;Membrane;Reference proteome;Sodium;Sodium transport;Transmembrane;Transmembrane helix;Transport	apical plasma membrane [GO:0016324]; cation-transporting ATPase complex [GO:0090533]; cell [GO:0005623]; cytoplasm [GO:0005737]; integral component of plasma membrane [GO:0005887]; membrane raft [GO:0045121]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
G7N6L0	unreviewed	Transmembrane 7 superfamily member 3	TM7SF3	TM7SF3	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
H9FXK8	unreviewed	Junctophilin	JPH3	JPH3	3 out of 5	Cell membrane;Coiled coil;Endoplasmic reticulum;Membrane;Reference proteome;Repeat;Transmembrane;Transmembrane helix	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; junctional membrane complex [GO:0030314]; plasma membrane [GO:0005886]
G7N9K6	unreviewed	RAB10, member RAS oncogene family (Ras-related protein Rab-10)	RAB10	RAB10	3 out of 5	Reference proteome	cilium [GO:0005929]; endomembrane system [GO:0012505]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum tubular network [GO:0071782]; endosome [GO:0005768]; Golgi apparatus [GO:0005794]; insulin-responsive compartment [GO:0032593]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]; synaptic vesicle [GO:0008021]
G7N7W5	unreviewed	Ankyrin repeat and BTB domain containing 1 (Ankyrin repeat and BTB/POZ domain-containing protein 1 isoform 2)	ABTB1	ABTB1	1 out of 5	ANK repeat;Coiled coil;Reference proteome	cytosol [GO:0005829]; nucleolus [GO:0005730]; plasma membrane [GO:0005886]
F7H6Y1	unreviewed	CREB regulated transcription coactivator 1 (CREB-regulated transcription coactivator 1 isoform 3)	CRTC1	CRTC1	2 out of 5	Reference proteome	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear body [GO:0016604]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
G7MER6	unreviewed	SLIT-ROBO Rho GTPase-activating protein 2 isoform a	SRGAP2	SRGAP2	3 out of 5	Coiled coil;GTPase activation;Reference proteome;SH3 domain	cytoplasm [GO:0005737]; cytosol [GO:0005829]; phagocytic vesicle [GO:0045335]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]
A0A5K1VFY9	unreviewed	Olfactory receptor	OR52N4	OR52N4	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1D5Q7D7	unreviewed	Olfactory receptor	OR2T1	OR2T1	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F6ZKP4	unreviewed	APC membrane recruitment protein 1	AMER1	AMER1	2 out of 5	Coiled coil;Reference proteome	nuclear body [GO:0016604]; plasma membrane [GO:0005886]
A0A5F8A2D7	unreviewed	Glutamate ionotropic receptor NMDA type subunit 2C	GRIN2C	GRIN2C	2 out of 5	Cell junction;Cell membrane;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Postsynaptic cell membrane;Receptor;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport	integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]
A0A5F7ZSW4	unreviewed	FAT atypical cadherin 1	FAT1	FAT1	2 out of 5	Calcium;Disulfide bond;EGF-like domain;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A5F8A1X8	unreviewed	Glycerol-3-phosphate acyltransferase 1, mitochondrial (EC 2.3.1.15)	GPAM	GPAM	2 out of 5	Acyltransferase;Coiled coil;Lipid biosynthesis;Lipid metabolism;Membrane;Mitochondrion;Phospholipid biosynthesis;Phospholipid metabolism;Reference proteome;Transferase	mitochondrial outer membrane [GO:0005741]; plasma membrane [GO:0005886]
F6SD41	unreviewed	Fc fragment of IgE receptor Ig	FCER1G	FCER1G	5 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; Fc-epsilon receptor I complex [GO:0032998]; integral component of plasma membrane [GO:0005887]
F7D3F4	unreviewed	Sphingomyelin phosphodiesterase 3	SMPD3	SMPD3	5 out of 5	Reference proteome	cytoplasm [GO:0005737]; Golgi cis cisterna [GO:0000137]; plasma membrane [GO:0005886]
A0A5F8APT3	unreviewed	Olfactory receptor	OR2D3	OR2D3	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A5F8ADL8	unreviewed	Olfactory receptor	OR9G1	OR9G1	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F6YSG9	unreviewed	Olfactory receptor	OR5K1	OR5K1	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F7GYJ1	unreviewed	Melanocortin 4 receptor	MC4R	MC4R	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F7H1G5	unreviewed	Solute carrier family 22 member 4	SLC22A4	SLC22A4	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	apical plasma membrane [GO:0016324]; integral component of membrane [GO:0016021]; mitochondrion [GO:0005739]
F7GPQ3	unreviewed	Hemojuvelin BMP co-receptor	HJV	HJV	3 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	BMP receptor complex [GO:0070724]; cell [GO:0005623]; cell surface [GO:0009986]; extracellular space [GO:0005615]; HFE-transferrin receptor complex [GO:1990712]
F7GSH9	unreviewed	NKG2-D type II integral membrane protein	KLRK1	KLRK1	2 out of 5	Reference proteome	cell surface [GO:0009986]; external side of plasma membrane [GO:0009897]
A0A1D5QNZ5	unreviewed	Tyrosine-protein kinase receptor (EC 2.7.10.1)	NTRK3	NTRK3	3 out of 5	ATP-binding;Disulfide bond;Immunoglobulin domain;Kinase;Leucine-rich repeat;Membrane;Nucleotide-binding;Phosphoprotein;Receptor;Reference proteome;Repeat;Signal;Transferase;Transmembrane;Transmembrane helix;Tyrosine-protein kinase	integral component of plasma membrane [GO:0005887]
F7F6E4	unreviewed	Solute carrier organic anion transporter family member 5A1	SLCO5A1	SLCO5A1	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	integral component of plasma membrane [GO:0005887]
A0A5F7Z7Y5	unreviewed	Olfactory receptor	OR6M1	OR6M1	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1D5RCE4	unreviewed	OPA1 mitochondrial dynamin like GTPase	OPA1	OPA1	2 out of 5	Coiled coil;GTP-binding;Nucleotide-binding;Reference proteome	cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; membrane [GO:0016020]; microtubule cytoskeleton [GO:0015630]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]
F7HBN1	unreviewed	Tetraspanin	TSPAN8	TSPAN8	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	integral component of plasma membrane [GO:0005887]
A0A5F8A7E0	unreviewed	Integrin subunit alpha X	ITGAX	ITGAX	2 out of 5	Cell adhesion;Integrin;Membrane;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	integrin complex [GO:0008305]
A0A5F7ZMR9	unreviewed	EPH receptor A1	EPHA1	EPHA1	2 out of 5	ATP-binding;Kinase;Membrane;Nucleotide-binding;Receptor;Reference proteome;Signal;Transferase;Transmembrane;Transmembrane helix;Tyrosine-protein kinase	integral component of plasma membrane [GO:0005887]
F7FZG1	unreviewed	Cadherin 20	CDH20	CDH20	2 out of 5	Calcium;Cell adhesion;Cell membrane;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
G7NAH8	unreviewed	TraB domain containing 2A	TRABD2A	TRABD2A	1 out of 5	Reference proteome	integral component of organelle membrane [GO:0031301]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]
F6YTT3	unreviewed	Glutamate ionotropic receptor kainate type subunit 2	GRIK2	GRIK2	1 out of 5	Cell junction;Cell membrane;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Postsynaptic cell membrane;Receptor;Reference proteome;Synapse;Transmembrane;Transmembrane helix;Transport	integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]
A0A5F7ZR91	unreviewed	Solute carrier organic anion transporter family member	SLCO1B3	SLCO1B3	2 out of 5	Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A5F7ZN49	unreviewed	Olfactory receptor	OR6B3	OR6B3	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F7HLW8	unreviewed	Integrin subunit alpha 3	ITGA3	ITGA3	4 out of 5	Cell adhesion;Integrin;Membrane;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	basolateral plasma membrane [GO:0016323]; excitatory synapse [GO:0060076]; external side of plasma membrane [GO:0009897]; filopodium membrane [GO:0031527]; integrin alpha3-beta1 complex [GO:0034667]; invadopodium membrane [GO:0071438]; synaptic membrane [GO:0097060]
F7H268	unreviewed	D(1B) dopamine receptor	DRD5	DRD5	3 out of 5	G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	9+0 non-motile cilium [GO:0097731]; brush border membrane [GO:0031526]; ciliary membrane [GO:0060170]; integral component of plasma membrane [GO:0005887]; synapse [GO:0045202]
A0A5F8ADI1	unreviewed	Ig-like domain-containing protein	LOC114669810	LOC114669810	1 out of 5	Disulfide bond;Membrane;Reference proteome;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; MHC class II protein complex [GO:0042613]
F7AVS7	unreviewed	Lymphatic vessel endothelial hyaluronan receptor 1	LYVE1	LYVE1	2 out of 5	Disulfide bond;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1D5RJJ1	unreviewed	Complement C8 beta chain	C8B	C8B	2 out of 5	Disulfide bond;Reference proteome;Signal	membrane attack complex [GO:0005579]
F7BP60	unreviewed	Folate_rec domain-containing protein	FOLR1	FOLR1	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	anchored component of external side of plasma membrane [GO:0031362]; integral component of membrane [GO:0016021]
F7BM98	unreviewed	Tetraspanin	CD151	CD151	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	integral component of plasma membrane [GO:0005887]
H9FSG8	unreviewed	Gamma-aminobutyric acid receptor subunit beta-3 isoform 1	GABRB3	GABRB3	3 out of 5	Cell membrane;Disulfide bond;Ion channel;Ion transport;Membrane;Receptor;Reference proteome;Signal;Transmembrane;Transmembrane helix;Transport	GABA-A receptor complex [GO:1902711]; GABA-ergic synapse [GO:0098982]; integral component of plasma membrane [GO:0005887]; postsynapse [GO:0098794]
H9EQA5	unreviewed	Calpain-2 catalytic subunit isoform 1	CAPN2	CAPN2	3 out of 5	Calcium;Coiled coil;Hydrolase;Protease;Reference proteome;Thiol protease	chromatin [GO:0000785]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; lysosome [GO:0005764]; membrane raft [GO:0045121]; nucleus [GO:0005634]; perinuclear endoplasmic reticulum [GO:0097038]; plasma membrane [GO:0005886]; pseudopodium [GO:0031143]
G7NRU3	unreviewed	PDZ domain-containing protein 11	PDZD11	PDZD11	1 out of 5	Reference proteome	basolateral plasma membrane [GO:0016323]; cell-cell junction [GO:0005911]; presynapse [GO:0098793]; synapse [GO:0045202]
A0A1D5RE30	unreviewed	Lymphocyte antigen 6 family member H (Lymphocyte antigen 6H isoform b)	LY6H	LY6H	1 out of 5	Reference proteome;Signal	plasma membrane [GO:0005886]; synapse [GO:0045202]
G7MGP9	unreviewed	Alcohol dehydrogenase [NADP+]	AKR1A1	AKR1A1	2 out of 5	Reference proteome	apical plasma membrane [GO:0016324]; cytosol [GO:0005829]; synapse [GO:0045202]
H9ERY6	unreviewed	Folliculin isoform 1	FLCN	FLCN	5 out of 5	Reference proteome	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
F7EBA3	unreviewed	ATP binding cassette subfamily A member 2 (ATP-binding cassette sub-family A member 2 isoform a)	ABCA2	ABCA2	4 out of 5	ATP-binding;Coiled coil;Membrane;Nucleotide-binding;Reference proteome;Transmembrane;Transmembrane helix	cell [GO:0005623]; endosome [GO:0005768]; integral component of membrane [GO:0016021]; lysosome [GO:0005764]; plasma membrane [GO:0005886]
F7E9S4	unreviewed	CD74 molecule (HLA class II histocompatibility antigen gamma chain isoform a)	CD74	CD74	5 out of 5	Disulfide bond;Membrane;Reference proteome;Transmembrane;Transmembrane helix	endoplasmic reticulum [GO:0005783]; external side of plasma membrane [GO:0009897]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; lysosome [GO:0005764]; macrophage migration inhibitory factor receptor complex [GO:0035692]; MHC class II protein complex [GO:0042613]; multivesicular body [GO:0005771]; NOS2-CD74 complex [GO:0035693]; nucleus [GO:0005634]
G7NM13	unreviewed	Amino acid transporter	SLC1A6	SLC1A6	2 out of 5	Membrane;Reference proteome;Symport;Transmembrane;Transmembrane helix;Transport	glutamatergic synapse [GO:0098978]; Golgi apparatus [GO:0005794]; integral component of presynaptic membrane [GO:0099056]; intermediate filament cytoskeleton [GO:0045111]
F6QM37	unreviewed	Patched domain containing 1	PTCHD1	PTCHD1	2 out of 5	Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; synapse [GO:0045202]
F7H4N5	unreviewed	Syntaxin 2 (Syntaxin-2 isoform 1)	STX2	STX2	3 out of 5	Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix	endomembrane system [GO:0012505]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; presynaptic active zone membrane [GO:0048787]; presynaptic membrane [GO:0042734]; SNARE complex [GO:0031201]; synaptic vesicle [GO:0008021]
G7NCT8	unreviewed	Rod outer segment membrane protein 1	ROM1	ROM1	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; photoreceptor outer segment membrane [GO:0042622]
H9FPK6	unreviewed	Porimin	TMEM123	TMEM123	1 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
H9FYH6	unreviewed	Motile sperm domain containing 3 (Motile sperm domain-containing protein 3 isoform a)	MOSPD3	MOSPD3	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
H9ENR5	unreviewed	Protein tyrosine phosphatase 4A1 (Protein tyrosine phosphatase type IVA 1)	PTP4A1	PTP4A1	1 out of 5	Reference proteome	cytoplasm [GO:0005737]; cytoplasmic side of plasma membrane [GO:0009898]; nucleus [GO:0005634]
G7NKC3	unreviewed	Protein APCDD1	APCDD1	APCDD1	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	integral component of plasma membrane [GO:0005887]
F6QV35	unreviewed	Transmembrane channel-like protein	TMC7	TMC7	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	integral component of plasma membrane [GO:0005887]
I2CYY0	unreviewed	YTH domain containing 1 (YTH domain-containing protein 1 isoform 2)	YTHDC1	YTHDC1	1 out of 5	Reference proteome	nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
F7H8W3	unreviewed	Tetraspanin	TSPAN33	TSPAN33	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of plasma membrane [GO:0005887]; pore complex [GO:0046930]; tetraspanin-enriched microdomain [GO:0097197]
F7EK27	unreviewed	GTP-binding protein Di-Ras2	DIRAS2	DIRAS2	1 out of 5	Coiled coil;GTP-binding;Nucleotide-binding;Reference proteome	plasma membrane [GO:0005886]
F6RUI6	unreviewed	Neuroligin-1	NLGN1	NLGN1	5 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; excitatory synapse [GO:0060076]; external side of plasma membrane [GO:0009897]; glutamatergic synapse [GO:0098978]; integral component of plasma membrane [GO:0005887]; presynapse [GO:0098793]; receptor complex [GO:0043235]; synapse [GO:0045202]
F6Z248	unreviewed	Ecto-NOX disulfide-thiol exchanger 2 (Ecto-NOX disulfide-thiol exchanger 2 isoform a)	ENOX2	ENOX2	1 out of 5	Coiled coil;RNA-binding;Reference proteome	external side of plasma membrane [GO:0009897]
G7NQK0	unreviewed	Coronin	CORO1A	CORO1A	5 out of 5	Reference proteome;Repeat;WD repeat	actin filament [GO:0005884]; axon [GO:0030424]; cell-cell junction [GO:0005911]; cortical actin cytoskeleton [GO:0030864]; cytosol [GO:0005829]; early endosome [GO:0005769]; glutamatergic synapse [GO:0098978]; immunological synapse [GO:0001772]; lamellipodium [GO:0030027]; phagocytic cup [GO:0001891]; phagocytic vesicle [GO:0045335]; protein-containing complex [GO:0032991]
F6T8E0	unreviewed	Leucine rich repeat containing 4C	LRRC4C	LRRC4C	2 out of 5	Disulfide bond;Leucine-rich repeat;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	glutamatergic synapse [GO:0098978]; integral component of postsynaptic density membrane [GO:0099061]; Schaffer collateral - CA1 synapse [GO:0098685]
F6PNY6	unreviewed	Carbonic anhydrase (EC 4.2.1.1)	CA4	CA4	3 out of 5	Lyase;Metal-binding;Reference proteome;Zinc	anchored component of external side of plasma membrane [GO:0031362]; apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; extracellular exosome [GO:0070062]; perinuclear region of cytoplasm [GO:0048471]; rough endoplasmic reticulum [GO:0005791]; secretory granule membrane [GO:0030667]; trans-Golgi network [GO:0005802]; transport vesicle membrane [GO:0030658]
A0A1D5QDF7	unreviewed	CD33 molecule	CD33	CD33	3 out of 5	Immunoglobulin domain;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
F7A3L9	unreviewed	Olfactory receptor	OR2A12	OR2A12	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A5F8ALS8	unreviewed	Olfactory receptor	OR5D13	OR5D13	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1D5RGZ2	unreviewed	Uncharacterized protein	APPL1	APPL1	4 out of 5	Coiled coil;Reference proteome	cytosol [GO:0005829]; early endosome [GO:0005769]; early phagosome [GO:0032009]; endosome membrane [GO:0010008]; macropinosome [GO:0044354]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; ruffle [GO:0001726]; vesicle membrane [GO:0012506]
F6S8L3	unreviewed	Tyrosine-protein kinase receptor (EC 2.7.10.1)	INSR	INSR	4 out of 5	ATP-binding;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Receptor;Reference proteome;Repeat;Signal;Transferase;Transmembrane;Transmembrane helix;Tyrosine-protein kinase	axon [GO:0030424]; insulin receptor complex [GO:0005899]; integral component of plasma membrane [GO:0005887]; receptor complex [GO:0043235]
F7AJ65	unreviewed	Uncharacterized protein	MYO1B	MYO1B	2 out of 5	ATP-binding;Actin-binding;Motor protein;Myosin;Nucleotide-binding;Reference proteome	actin cytoskeleton [GO:0015629]; brush border [GO:0005903]; cell [GO:0005623]; cytoplasm [GO:0005737]; microvillus [GO:0005902]; myosin complex [GO:0016459]; plasma membrane [GO:0005886]; vesicle [GO:0031982]
A0A1D5QH58	unreviewed	Solute carrier family 19 member 1	SLC19A1	SLC19A1	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; integral component of plasma membrane [GO:0005887]
F6Q2I0	unreviewed	Tetraspanin	CD53	CD53	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	integral component of plasma membrane [GO:0005887]
F7B2A9	unreviewed	LanC-like protein 1	LANCL1	LANCL1	1 out of 5	Reference proteome	plasma membrane [GO:0005886]
F6R637	unreviewed	Solute carrier family 16 member 3	SLC16A3	SLC16A3	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]
F7HMP8	unreviewed	Discoidin, CUB and LCCL domain containing 2 (Discoidin, CUB and LCCL domain-containing protein 2)	DCBLD2	DCBLD2	2 out of 5	Disulfide bond;Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of plasma membrane [GO:0005887]
H9EUZ6	unreviewed	Nociceptin receptor	OPRL1	OPRL1	2 out of 5	G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	cell [GO:0005623]; integral component of plasma membrane [GO:0005887]
F7HC66	unreviewed	Leupaxin	LPXN	LPXN	3 out of 5	Cell adhesion;Cell junction;Cell membrane;Cell projection;Cytoplasm;LIM domain;Membrane;Metal-binding;Nucleus;Reference proteome;Transcription;Transcription regulation;Zinc	cell projection [GO:0042995]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; nuclear speck [GO:0016607]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; podosome [GO:0002102]
H9FSQ7	unreviewed	Leucine-rich repeat transmembrane neuronal protein 2	LRRTM2	LRRTM2	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	GABA-ergic synapse [GO:0098982]; integral component of postsynaptic specialization membrane [GO:0099060]
A0A1D5QYR9	unreviewed	Synaptosomal-associated protein	SNAP23	SNAP23	2 out of 5	Coiled coil;Reference proteome	plasma membrane [GO:0005886]; presynapse [GO:0098793]; SNARE complex [GO:0031201]
H9FYQ0	unreviewed	Solute carrier family 12 member 2	SLC12A2	SLC12A2	4 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	apical plasma membrane [GO:0016324]; basal plasma membrane [GO:0009925]; cell [GO:0005623]; cytoplasmic vesicle membrane [GO:0030659]; integral component of membrane [GO:0016021]; lateral plasma membrane [GO:0016328]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]
A0A1D5R8E9	unreviewed	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma (EC 3.1.4.11)	PLCG1	PLCG1	5 out of 5	Calcium;Hydrolase;Lipid degradation;Lipid metabolism;Reference proteome;SH2 domain;SH3 domain;Transducer	cell [GO:0005623]; cell-cell junction [GO:0005911]; COP9 signalosome [GO:0008180]; cytosol [GO:0005829]; glutamatergic synapse [GO:0098978]; lamellipodium [GO:0030027]; plasma membrane [GO:0005886]; ruffle [GO:0001726]; Schaffer collateral - CA1 synapse [GO:0098685]
F7DI95	unreviewed	Potassium voltage-gated channel subfamily KQT member 3 isoform 1 (Potassium voltage-gated channel subfamily Q member 3)	KCNQ3	KCNQ3	2 out of 5	Ion channel;Ion transport;Membrane;Potassium;Potassium channel;Potassium transport;Reference proteome;Transmembrane;Transmembrane helix;Transport	axon initial segment [GO:0043194]; cell surface [GO:0009986]; integral component of membrane [GO:0016021]; node of Ranvier [GO:0033268]; voltage-gated potassium channel complex [GO:0008076]
I2CXB4	unreviewed	CDV3 homolog (Protein CDV3 homolog isoform a)	CDV3	CDV3	1 out of 5	Reference proteome	cytosol [GO:0005829]; plasma membrane [GO:0005886]
F7GUA3	unreviewed	C-C chemokine receptor type 4	CCR4	CCR4	3 out of 5	G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	cell [GO:0005623]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
G7MH71	unreviewed	Nucleoporin NDC1 isoform 1	NDC1	NDC1 TMEM48	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	actin cytoskeleton [GO:0015629]; cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; nuclear membrane [GO:0031965]; nuclear pore [GO:0005643]; plasma membrane [GO:0005886]
H9ELU8	unreviewed	BDNF/NT-3 growth factors receptor isoform b	NTRK2	NTRK2	2 out of 5	Disulfide bond;Leucine-rich repeat;Membrane;Receptor;Reference proteome;Signal;Transmembrane;Transmembrane helix	integral component of plasma membrane [GO:0005887]
G7N7B1	unreviewed	Receptor tyrosine-protein kinase erbB-3 isoform 1	ERBB3	ERBB3	5 out of 5	ATP-binding;Kinase;Membrane;Nucleotide-binding;Receptor;Reference proteome;Signal;Transferase;Transmembrane;Transmembrane helix	apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; ERBB3:ERBB2 complex [GO:0038143]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; lateral plasma membrane [GO:0016328]
G7NT32	unreviewed	Protein XRP2	RP2	RP2	3 out of 5	GTP-binding;GTPase activation;Nucleotide-binding;Reference proteome	centriole [GO:0005814]; ciliary basal body [GO:0036064]; cilium [GO:0005929]; cytoplasmic vesicle [GO:0031410]; Golgi apparatus [GO:0005794]; nuclear body [GO:0016604]; periciliary membrane compartment [GO:1990075]
