Entry	Status	Protein names	Gene names  (primary )	Gene names	Annotation	Keywords	Gene ontology (cellular component)
F6Z4B1	unreviewed	Growth hormone secretagogue receptor	GHSR	GHSR	3 out of 5	G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]; membrane raft [GO:0045121]; neuron projection [GO:0043005]
F7BTD3	unreviewed	Serpin family F member 2	SERPINF2	SERPINF2	3 out of 5	Reference proteome	cell surface [GO:0009986]; extracellular space [GO:0005615]; fibrinogen complex [GO:0005577]
F7E6S3	unreviewed	Annexin	ANXA9	ANXA9	3 out of 5	Annexin;Calcium;Calcium/phospholipid-binding;Reference proteome;Repeat	cell surface [GO:0009986]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular space [GO:0005615]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; synapse [GO:0045202]; vesicle [GO:0031982]
F7GWI7	unreviewed	Sulfatase 2	SULF2	SULF2	3 out of 5	Calcium;Coiled coil;Metal-binding;Reference proteome;Signal	cell surface [GO:0009986]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]
F7GTW9	unreviewed	Aminopeptidase (EC 3.4.11.-)	ENPEP	ENPEP	3 out of 5	Aminopeptidase;Hydrolase;Membrane;Metal-binding;Metalloprotease;Protease;Reference proteome;Transmembrane;Transmembrane helix;Zinc	apical plasma membrane [GO:0016324]; brush border [GO:0005903]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F7CQI1	unreviewed	Beta-secretase 1 isoform A preproprotein	BACE1	BACE1	3 out of 5	Aspartyl protease;Hydrolase;Membrane;Protease;Reference proteome;Signal;Transmembrane;Transmembrane helix	axon [GO:0030424]; cell surface [GO:0009986]; early endosome [GO:0005769]; hippocampal mossy fiber to CA3 synapse [GO:0098686]; integral component of plasma membrane [GO:0005887]; lysosome [GO:0005764]; multivesicular body [GO:0005771]; presynapse [GO:0098793]; recycling endosome [GO:0055037]; trans-Golgi network [GO:0005802]
F7GKZ6	unreviewed	Tetraspanin	CD9	CD9	3 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; integral component of plasma membrane [GO:0005887]; protein-containing complex [GO:0032991]
F6W7X9	unreviewed	Vascular cell adhesion molecule 1	VCAM1	VCAM1	3 out of 5	Reference proteome	alpha9-beta1 integrin-vascular cell adhesion molecule-1 complex [GO:0071065]; apical part of cell [GO:0045177]; early endosome [GO:0005769]; endoplasmic reticulum [GO:0005783]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; filopodium [GO:0030175]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; microvillus [GO:0005902]; podosome [GO:0002102]
A0A1D5QG07	unreviewed	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)	USP14	USP14	3 out of 5	Coiled coil;Hydrolase;Protease;Reference proteome;Thiol protease;Ubl conjugation pathway	cell surface [GO:0009986]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; nucleus [GO:0005634]; synapse [GO:0045202]
F6TP00	unreviewed	TNF receptor superfamily member 10a	TNFRSF10A	TNFRSF10A	3 out of 5	Apoptosis;Disulfide bond;Membrane;Receptor;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]
F7DVV0	unreviewed	Prominin 1	PROM1	PROM1	3 out of 5	Coiled coil;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	apical plasma membrane [GO:0016324]; cell surface [GO:0009986]; cilium [GO:0005929]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; extracellular exosome [GO:0070062]; integral component of plasma membrane [GO:0005887]; microvillus [GO:0005902]; photoreceptor outer segment membrane [GO:0042622]; prominosome [GO:0071914]
F7HLC1	unreviewed	Calsyntenin 1	CLSTN1	CLSTN1	3 out of 5	Coiled coil;Membrane;Reference proteome;Repeat;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; extracellular region [GO:0005576]; glutamatergic synapse [GO:0098978]; integral component of membrane [GO:0016021]; postsynaptic density [GO:0014069]; postsynaptic endosome [GO:0098845]; postsynaptic membrane [GO:0045211]
A0A1D5QDF7	unreviewed	CD33 molecule	CD33	CD33	3 out of 5	Immunoglobulin domain;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
F7GYM2	unreviewed	Cadherin related family member 3	CDHR3	CDHR3	3 out of 5	Calcium;Membrane;Reference proteome;Repeat;Transmembrane;Transmembrane helix	adherens junction [GO:0005912]; axon terminus [GO:0043679]; catenin complex [GO:0016342]; cell surface [GO:0009986]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; synaptic cleft [GO:0043083]
F6ZXX7	unreviewed	ATP synthase inhibitory factor subunit 1 (ATPase inhibitor, mitochondrial isoform 1)	ATP5IF1	ATP5IF1 ATPIF1	3 out of 5	Coiled coil;Reference proteome;Signal	cell surface [GO:0009986]; mitochondrion [GO:0005739]
F7EQI8	unreviewed	Cytochrome P450 family 2 subfamily W member 1	CYP2W1	CYP2W1	3 out of 5	Heme;Iron;Metal-binding;Monooxygenase;Oxidoreductase;Reference proteome;Signal	cell surface [GO:0009986]; cytoplasm [GO:0005737]; endoplasmic reticulum lumen [GO:0005788]; intracellular membrane-bounded organelle [GO:0043231]
F7F3Z8	unreviewed	Solute carrier family 2 member 4	SLC2A4	SLC2A4	3 out of 5	Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	cytoplasmic vesicle membrane [GO:0030659]; cytosol [GO:0005829]; endosome [GO:0005768]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; insulin-responsive compartment [GO:0032593]; integral component of plasma membrane [GO:0005887]; membrane raft [GO:0045121]; perinuclear region of cytoplasm [GO:0048471]; sarcolemma [GO:0042383]; trans-Golgi network transport vesicle [GO:0030140]
F7B4P4	unreviewed	G protein-coupled receptor 37	GPR37	GPR37	3 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; ubiquitin ligase complex [GO:0000151]
F7HDZ2	unreviewed	Natural resistance-associated macrophage protein 2 isoform 1 (Solute carrier family 11 member 2)	SLC11A2	SLC11A2	3 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	apical part of cell [GO:0045177]; cell [GO:0005623]; cell surface [GO:0009986]; early endosome [GO:0005769]; extracellular vesicle [GO:1903561]; integral component of plasma membrane [GO:0005887]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]
A0A1D5QZ34	unreviewed	Cadherin 8	CDH8	CDH8	3 out of 5	Calcium;Cell adhesion;Cell membrane;Membrane;Reference proteome;Repeat;Transmembrane;Transmembrane helix	adherens junction [GO:0005912]; axon terminus [GO:0043679]; catenin complex [GO:0016342]; cell surface [GO:0009986]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; synaptic cleft [GO:0043083]
A0A1D5QB17	unreviewed	Roundabout guidance receptor 1	ROBO1	ROBO1	3 out of 5	Reference proteome;Repeat	cell surface [GO:0009986]; cytoplasm [GO:0005737]; plasma membrane [GO:0005886]
A0A1D5QEY0	unreviewed	Frizzled class receptor 9	FZD9	FZD9	3 out of 5	Developmental protein;Disulfide bond;Membrane;Receptor;Reference proteome;Signal;Transmembrane;Transmembrane helix;Wnt signaling pathway	cell surface [GO:0009986]; filopodium membrane [GO:0031527]; integral component of membrane [GO:0016021]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]
F7FRN6	unreviewed	Anion exchange protein	SLC4A4	SLC4A4	3 out of 5	Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	basolateral plasma membrane [GO:0016323]; cell [GO:0005623]; cell surface [GO:0009986]; integral component of membrane [GO:0016021]
F7GT29	unreviewed	SLIT and NTRK like family member 6	SLITRK6	SLITRK6	3 out of 5	Leucine-rich repeat;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of plasma membrane [GO:0005887]
G7N1A1	unreviewed	Fibroblast growth factor receptor (EC 2.7.10.1)	FGFR2	FGFR2	3 out of 5	ATP-binding;Disulfide bond;Immunoglobulin domain;Kinase;Membrane;Nucleotide-binding;Receptor;Reference proteome;Repeat;Transferase;Transmembrane;Transmembrane helix;Tyrosine-protein kinase	cell cortex [GO:0005938]; cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; integral component of plasma membrane [GO:0005887]; nucleus [GO:0005634]
F7ED13	unreviewed	ADAM metallopeptidase domain 15	ADAM15	ADAM15	3 out of 5	Disulfide bond;EGF-like domain;Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]
F7GFF0	unreviewed	Cadherin-11 preproprotein	CDH11	CDH11	3 out of 5	Calcium;Cell adhesion;Cell membrane;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	adherens junction [GO:0005912]; catenin complex [GO:0016342]; cell surface [GO:0009986]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F7GUW1	unreviewed	Cadherin 9	CDH9	CDH9	3 out of 5	Calcium;Cell adhesion;Cell membrane;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	adherens junction [GO:0005912]; catenin complex [GO:0016342]; cell surface [GO:0009986]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F7HPS8	unreviewed	Cadherin 12	CDH12	CDH12	3 out of 5	Calcium;Cell adhesion;Cell membrane;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	adherens junction [GO:0005912]; catenin complex [GO:0016342]; cell surface [GO:0009986]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
H9YUD6	unreviewed	L-selectin	SELL	SELL	3 out of 5	Calcium;Cell adhesion;Disulfide bond;EGF-like domain;Lectin;Membrane;Metal-binding;Reference proteome;Repeat;Sushi;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of plasma membrane [GO:0005887]
F7EZ48	unreviewed	Frizzled class receptor 10	FZD10	FZD10	3 out of 5	Developmental protein;Disulfide bond;Membrane;Receptor;Reference proteome;Signal;Transmembrane;Transmembrane helix;Wnt signaling pathway	cell surface [GO:0009986]; cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
F7FMS7	unreviewed	Cadherin 18	CDH18	CDH18	3 out of 5	Calcium;Cell adhesion;Cell membrane;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	adherens junction [GO:0005912]; catenin complex [GO:0016342]; cell surface [GO:0009986]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F6QIU9	unreviewed	Contactin associated protein like 2	CNTNAP2	CNTNAP2	3 out of 5	Disulfide bond;EGF-like domain;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	axolemma [GO:0030673]; cell surface [GO:0009986]; early endosome [GO:0005769]; Golgi apparatus [GO:0005794]; voltage-gated potassium channel complex [GO:0008076]
F6ZW11	unreviewed	Cadherin-7 preproprotein	CDH7	CDH7	3 out of 5	Calcium;Cell adhesion;Cell membrane;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	adherens junction [GO:0005912]; catenin complex [GO:0016342]; cell surface [GO:0009986]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F7DRD8	unreviewed	Cadherin 10 (Cadherin-10 preproprotein)	CDH10	CDH10	3 out of 5	Calcium;Cell adhesion;Cell membrane;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	adherens junction [GO:0005912]; catenin complex [GO:0016342]; cell surface [GO:0009986]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F7GTT1	unreviewed	Solute carrier family 26 member 9 (Anion transporter/exchanger protein 9)	SLC26A9	SLC26A9	3 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	apical plasma membrane [GO:0016324]; cell surface [GO:0009986]; integral component of plasma membrane [GO:0005887]
F6XET9	unreviewed	Tetraspanin	CD63	CD63	3 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; endosome lumen [GO:0031904]; extracellular exosome [GO:0070062]; integral component of plasma membrane [GO:0005887]; lysosomal membrane [GO:0005765]; multivesicular body, internal vesicle [GO:0097487]; multivesicular body membrane [GO:0032585]
F7A521	unreviewed	ANTXR cell adhesion molecule 1	ANTXR1	ANTXR1	3 out of 5	Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; external side of plasma membrane [GO:0009897]; filopodium membrane [GO:0031527]; integral component of membrane [GO:0016021]; lamellipodium membrane [GO:0031258]; plasma membrane [GO:0005886]
F6W4X0	unreviewed	Protein disulfide-isomerase (EC 5.3.4.1)	PDIA3	PDIA3 LOC114672113	3 out of 5	Disulfide bond;Isomerase;Redox-active center;Reference proteome;Repeat;Signal	cell [GO:0005623]; cell surface [GO:0009986]; endoplasmic reticulum [GO:0005783]
A0A1D5R591	unreviewed	Interleukin 27 receptor subunit alpha	IL27RA	IL27RA	3 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; receptor complex [GO:0043235]
F7DGM2	unreviewed	Cadherin 4	CDH4	CDH4	3 out of 5	Calcium;Cell adhesion;Cell membrane;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	adherens junction [GO:0005912]; catenin complex [GO:0016342]; cell surface [GO:0009986]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
F7DX07	unreviewed	Cadherin 5	CDH5	CDH5	3 out of 5	Calcium;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	adherens junction [GO:0005912]; bicellular tight junction [GO:0005923]; catenin complex [GO:0016342]; cell surface [GO:0009986]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F6Y4R4	unreviewed	Adhesion G protein-coupled receptor V1	ADGRV1	ADGRV1	3 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; receptor complex [GO:0043235]
F7GTW7	unreviewed	Adhesion G protein-coupled receptor F5	ADGRF5	ADGRF5	3 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	apical part of cell [GO:0045177]; cell surface [GO:0009986]; cytoplasmic vesicle [GO:0031410]; integral component of membrane [GO:0016021]
F6UM69	unreviewed	Apolipoprotein H	APOH	APOH	3 out of 5	Disulfide bond;Reference proteome;Sushi	cell surface [GO:0009986]; chylomicron [GO:0042627]; high-density lipoprotein particle [GO:0034364]; very-low-density lipoprotein particle [GO:0034361]
F7DNG4	unreviewed	Calsyntenin 3	CLSTN3	CLSTN3	3 out of 5	Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; GABA-ergic synapse [GO:0098982]; glutamatergic synapse [GO:0098978]; integral component of postsynaptic density membrane [GO:0099061]; protein-containing complex [GO:0032991]
F7GLS1	unreviewed	Integrin subunit alpha 1	ITGA1	ITGA1	3 out of 5	Cell adhesion;Integrin;Membrane;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	basal part of cell [GO:0045178]; external side of plasma membrane [GO:0009897]; focal adhesion [GO:0005925]; integrin alpha1-beta1 complex [GO:0034665]
A0A1D5QZT0	unreviewed	Integrin beta	ITGB6	ITGB6	3 out of 5	Cell adhesion;Integrin;Membrane;Reference proteome;Transmembrane;Transmembrane helix	centrosome [GO:0005813]; external side of plasma membrane [GO:0009897]; focal adhesion [GO:0005925]; integrin alphav-beta6 complex [GO:0034685]; nucleoplasm [GO:0005654]
F6YDV7	unreviewed	Plasminogen activator, urokinase	PLAU	PLAU	3 out of 5	Disulfide bond;EGF-like domain;Hydrolase;Kringle;Protease;Reference proteome;Secreted;Serine protease;Signal	cell surface [GO:0009986]; extracellular space [GO:0005615]
H9EPI1	unreviewed	Chloride channel protein	CLCN3	CLCN3	3 out of 5	CBS domain;Chloride;Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	cell [GO:0005623]; early endosome [GO:0005769]; external side of plasma membrane [GO:0009897]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; late endosome [GO:0005770]; phagocytic vesicle [GO:0045335]; specific granule [GO:0042581]; synaptic vesicle [GO:0008021]; vesicle membrane [GO:0012506]
F6VQA9	unreviewed	C-C motif chemokine receptor 6	CCR6	CCR6	3 out of 5	G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	cell [GO:0005623]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; sperm midpiece [GO:0097225]; sperm plasma membrane [GO:0097524]; sperm principal piece [GO:0097228]
F6ZMR4	unreviewed	Adhesion G protein-coupled receptor G6	ADGRG6	ADGRG6	3 out of 5	Disulfide bond;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F6UC75	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein	CXCR3	CXCR3	3 out of 5	G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	cell [GO:0005623]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F6T5M4	unreviewed	Integrin subunit alpha L	ITGAL	ITGAL	3 out of 5	Cell adhesion;Integrin;Membrane;Receptor;Reference proteome;Repeat;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integrin alphaL-beta2 complex [GO:0034687]
F6XNG5	unreviewed	C-type lectin domain-containing protein	CD248	CD248	3 out of 5	Disulfide bond;EGF-like domain;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cytoplasm [GO:0005737]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F7H0I0	unreviewed	ADAM metallopeptidase with thrombospondin type 1 motif 9	ADAMTS9	ADAMTS9	3 out of 5	Disulfide bond;Reference proteome;Signal	cell surface [GO:0009986]; endoplasmic reticulum [GO:0005783]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]
F7EGW9	unreviewed	Transmembrane channel-like protein	TMC1	TMC1	3 out of 5	Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of plasma membrane [GO:0005887]; stereocilium tip [GO:0032426]
F7GPM1	unreviewed	Ras-related protein Ral-A	RALA	RALA	3 out of 5	Coiled coil;GTP-binding;Nucleotide-binding;Reference proteome	cell surface [GO:0009986]; cleavage furrow [GO:0032154]; endocytic vesicle [GO:0030139]; focal adhesion [GO:0005925]; plasma membrane [GO:0005886]
G7MTQ0	unreviewed	Integrin alpha-2 (Integrin subunit alpha 2)	ITGA2	ITGA2	3 out of 5	Cell adhesion;Integrin;Membrane;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	basal part of cell [GO:0045178]; external side of plasma membrane [GO:0009897]; focal adhesion [GO:0005925]; integrin alpha2-beta1 complex [GO:0034666]
H9FR67	unreviewed	Tissue factor isoform 1	F3	F3	3 out of 5	Disulfide bond;Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; serine-type peptidase complex [GO:1905286]
A0A1D5QDM4	unreviewed	Interleukin 7 receptor	IL7R	IL7R	3 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F7CR90	unreviewed	Folate_rec domain-containing protein	FOLR2	FOLR2	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	anchored component of external side of plasma membrane [GO:0031362]; integral component of membrane [GO:0016021]
F7HCR6	unreviewed	Notch receptor 4	NOTCH4	NOTCH4	3 out of 5	ANK repeat;Calcium;Disulfide bond;EGF-like domain;Metal-binding;Reference proteome;Repeat;Signal	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
A0A1D5RIX8	unreviewed	Syndecan	SDC1	SDC1	2 out of 5	Glycoprotein;Heparan sulfate;Membrane;Proteoglycan;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
F7FE95	unreviewed	Syndecan	SDC4	SDC4	2 out of 5	Glycoprotein;Heparan sulfate;Membrane;Proteoglycan;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
F7F3D9	unreviewed	Folate_rec domain-containing protein	FOLR2	FOLR2	1 out of 5	Reference proteome;Signal	anchored component of external side of plasma membrane [GO:0031362]
F6RCF8	unreviewed	Otoancorin	OTOA	OTOA	2 out of 5	Coiled coil;Reference proteome;Signal	apical plasma membrane [GO:0016324]; cell surface [GO:0009986]
F7EY09	unreviewed	VWFA domain-containing protein			2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F7DAU3	unreviewed	CD163 molecule	CD163	CD163	1 out of 5	Disulfide bond;Membrane;Reference proteome;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F7ENU9	unreviewed	Calsyntenin 2	CLSTN2	CLSTN2	2 out of 5	Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; glutamatergic synapse [GO:0098978]; integral component of postsynaptic density membrane [GO:0099061]; postsynaptic membrane [GO:0045211]
F6R4T4	unreviewed	Uncharacterized protein	LOC697527	LOC697527	1 out of 5	Coiled coil;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
A0A1D5QLF4	unreviewed	Cadherin 19	CDH19	CDH19	2 out of 5	Calcium;Cell adhesion;Cell membrane;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	adherens junction [GO:0005912]; catenin complex [GO:0016342]; cell surface [GO:0009986]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1D5QTG9	unreviewed	UL16 binding protein 3	ULBP3	ULBP3	1 out of 5	Coiled coil;Reference proteome	external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]
F6RTU9	unreviewed	Butyrophilin subfamily 3 member A3	BTN3A3	BTN3A3	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F7EQR1	unreviewed	Fc receptor like 5	FCRL5	FCRL5	1 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]; receptor complex [GO:0043235]
A0A1D5RE72	unreviewed	Repulsive guidance molecule BMP co-receptor a	RGMA	RGMA	2 out of 5	Reference proteome	cell surface [GO:0009986]
F6TCN6	unreviewed	C-type lectin domain containing 17A	CLEC17A	CLEC17A	1 out of 5	Disulfide bond;Lectin;Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
A0A1D5QG59	unreviewed	Ig-like domain-containing protein			2 out of 5	Reference proteome	external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]
F7EPD2	unreviewed	MPL proto-oncogene, thrombopoietin receptor	MPL	MPL	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; nuclear membrane [GO:0031965]; plasma membrane [GO:0005886]
A0A1D5R485	unreviewed	Thioredoxin related transmembrane protein 3	TMX3	TMX3	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell [GO:0005623]; cell surface [GO:0009986]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
A0A1D5RE77	unreviewed	Potassium calcium-activated channel subfamily N member 2	KCNN2	KCNN2	3 out of 5	Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; dendritic spine [GO:0043197]; integral component of membrane [GO:0016021]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]
F7DT60	unreviewed	Membrane cofactor protein	CD46	CD46	2 out of 5	Disulfide bond;Fertilization;Membrane;Reference proteome;Signal;Sushi;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; inner acrosomal membrane [GO:0002079]; integral component of membrane [GO:0016021]
A0A1D5REH2	unreviewed	Uncharacterized protein	CD6	CD6	2 out of 5	Disulfide bond;Membrane;Reference proteome;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]
F6Q1U7	unreviewed	Mesothelin	MSLN	MSLN	1 out of 5	Reference proteome;Signal	cell surface [GO:0009986]
A0A1D5QWN5	unreviewed	Ig-like domain-containing protein			2 out of 5	Reference proteome	external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]
F6W3I7	unreviewed	Signal peptide, CUB domain and EGF like domain containing 1	SCUBE1	SCUBE1	2 out of 5	Calcium;Disulfide bond;EGF-like domain;Reference proteome;Repeat;Signal	cell surface [GO:0009986]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; extrinsic component of plasma membrane [GO:0019897]
F7EH69	unreviewed	Anthrax toxin receptor	ANTXR2	ANTXR2	2 out of 5	Disulfide bond;Membrane;Metal-binding;Receptor;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F6TR81	unreviewed	Ig-like domain-containing protein	CD1D	CD1D	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]
F6R7A7	unreviewed	MHC_I-like_Ag-recog domain-containing protein	LOC694600	LOC694600	1 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]
F6TY89	unreviewed	Hyaluronidase (EC 3.2.1.35) (Hyaluronoglucosaminidase)	HYAL4	HYAL4	2 out of 5	Disulfide bond;Glycosidase;Hydrolase;Reference proteome	cell surface [GO:0009986]
F7F486	unreviewed	CD19 molecule	CD19	CD19	3 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell [GO:0005623]; external side of plasma membrane [GO:0009897]; integral component of plasma membrane [GO:0005887]; protein-containing complex [GO:0032991]
